#a,b,c,d,COFUNCION,CODECOPART,g,Descripción,Inicial,j,Modificación,Actual,O
,,,,338,22601,,PREGON FERIA Y CORREMAYO MAYOR,550,,0,550,140.7
,,,,338,22609,,"ESPECTACULOS, FESTIVALES, CONCIERTOS Y OTROS",99000,,110096.99,209096.99,142795.49
,,,,338,22697,,ACTIVIDADES FESTIVAS EN EL CAÑARICO,0,,0,0,1246.3
,,,,338,22698,,OTRAS ACTIVIDADES FESTEJOS,20000,,242.61,20242.61,36545.71
,,,,338,22699,,TROFEOS Y OBSEQUIOS FESTEJOS,4000,,556.5,4556.5,4700.85
,,,,338,22701,,SERVICIOS SEGURIDAD EN FESTEJOS,22100,,0,22100,33574.91
,,,,338,22797,,PIROTECNIA FESTEJOS,6200,,0,6200,7111.17
,,,,338,22798,,"INFRAESTR., ESCENARIOS, CARPAS,,,, FESTEJOS",45000,,34511.66,79511.66,45308.05
,,,,338,22799,,SONORIZACION E ILUMIN. EVENTOS FESTEJOS,43000,,0,43000,80779.6
,,,,338,24000,,"EDICIONES, DISEÑOS, CARTELERIA FESTEJOS",14400,,961.95,15361.95,14055.2
,,,,338,48000,,PREMIOS Y CONCURSOS FESTEJOS,18000,,0,18000,17935.4
,,,,338,48001,,SUBVENCIONES  A ASOCIACIONES DE BARRIOS,6000,,0,6000,5999.5
,,,,338,48002,,SUBVENCION FIESTAS LAS CAÑADAS,3500,,0,3500,3500
,,,,338,48003,,SUBVENCION FIESTAS EL CAÑARICO,3500,,-3000,500,0
,,,,338,48004,,SUBVENCION FIESTAS LA COSTERA,3500,,0,3500,3500
,,,,338,48005,,SUBVENCION FIESTAS GEBAS,3500,,0,3500,3500
,,,,338,48006,,SUBVENCION FIESTAS EL BERRO,3500,,0,3500,3500
,,,,338,62410,,ADQUISIC. PLATAFORMAS PARA CARROZAS,0,,18150,18150,0
,,,,340,12001,,RETRIB. BASICAS DEPORTES-A2,14415.02,,-4100,10315.02,16815.42
,,,,340,12004,,RETRIB. BASICAS DEPORTES-C2,9358,,-9000,358,0
,,,,340,12005,,RETRIBUCIONES BASICAS DEPORTES - E,11985.7,,-8000,3985.7000000000007,0
,,,,340,12100,,COMPLEMENTO DESTINO DEPORTES,18345.18,,-4300,14045.18,7643.14
,,,,340,12101,,COMPLEMENTO ESPECIFICO DEPORTES,27328.14,,-18000,9328.14,7552.84
,,,,340,14300,,OTRO PERSONAL FUNCIONARIO INTERINO,0,,40000,40000,20062.08
,,,,340,15000,,PRODUCTIVIDAD FUNCIONARIOS DEPORTES,3367.45,,0,3367.45,775.96
,,,,340,16000,,SEGURIDAD SOCIAL FUNCIONARIOS DEPORTES,21015.45,,-9431,11584.45,9881.03
,,,,340,16001,,SEGURIDAD SOCIAL PERSONAL LABORAL DEPORTES,0,,20000,20000,6141.03
,,,,341,20300,,ALQUILER GRADAS Y ASEOS PORTATILES COMPLEJO DEP. GUADALENTIN,0,,18000,18000,0
,,,,341,20900,,SGAE DEPORTES,800,,0,800,2542.17
,,,,341,22000,,MATERIAL OFICINA DEPORTES,100,,0,100,19.94
,,,,341,22104,,VESTUARIO DEPORTE ESCOLAR MILLA URBANA,3000,,0,3000,0
,,,,341,22109,,SUMINSTRO PRODUCTOS TRATAM. PISCINA CLIMATIZADA,23000,,9800,32800,8510.39
,,,,341,22199,,MATERIAL DEPORTIVO Y OTROS,3000,,23820.91,26820.91,11083.88
,,,,341,22300,,TRANSPORTE DEPORTE ESCOLAR Y OTROS,3000,,0,3000,2487.5
,,,,341,22400,,SEGUROS ACTIVIDADES DEPORTIVAS,500,,0,500,2222.54
,,,,341,22601,,ATENCIONES PROTOCOLARIAS CONCEJALIA DE DEPORTES,0,,0,0,1566
,,,,341,22602,,PUBLICIDAD Y PROPAGANDA DEPORTES,500,,-500,0,0
,,,,341,22609,,ACTIVIDADES DEPORTIVAS Y ASES. GIMNASIO,0,,0,0,54314.5
,,,,341,22610,,PROGRAMA DEPORTE ESCOLAR,16097.1,,1843,17940.1,19059.3
,,,,341,22699,,GTOS. DIVERSOS DEPORTES,3995.9,,39875.1,43871,22133.44
,,,,341,22701,,"GESTION INTEGRAL CONSERJERIA, MANT. INSTALAC. DEPORTIVAS, JARDINERIA Y CONTROL AGUA PISCINA",265000,,0,265000,258154.61
,,,,341,22706,,ESTUDIOS Y TRABAJOS TECNICOS AREA DEPORTES,0,,11557,11557,14157
,,,,341,22799,,SERV. ACTIV. ACUATICAS Y COLECTIVAS Y ASESORAM. GIMNASIO,305000,,0,305000,235029.48
,,,,341,24000,,"EDICIONES, FOLLETOS Y CARTELERIA DEPORTES",400,,-800,-400,0
,,,,341,48002,,SUBVENCIONES A  PROGRAMAS DEPORTES,87000,,0,87000,86210
,,,,341,48004,,CONVENIO MOTOCLUB ALHAMA,6000,,0,6000,6000
,,,,341,48005,,CONVENIO ALHAMA C.F. DIVISION FEMENINA,0,,50000,50000,50000
,,,,3421,21300,,MTO. INSTALACIONES DEPORTIVAS,38000,,-7893.21,30106.79,50268.11
,,,,3421,22100,,ENERGIA ELECTRICA EDIFICIOS DEPORTES,130000,,86000,216000,203419.64
,,,,3421,22102,,GAS Y COMBUSTIBLE INSTALACIONES DEPORTIVAS,94508.6,,76000,170508.6,139040.28
,,,,3421,22700,,LIMPIEZA EDIFICIOS DEPORTES,133307.23,,-2200,131107.23,110544.48
,,,,3421,60900,,MEJORA Y ADAPTACION COMPLEJO DEP. GUADALENTIN,0,,18000,18000,14597.81
,,,,3421,62200,,CONSTRUCCION NUEVO PABELLON DEPORTIVO EL PRAICO,0,,1112311.85,1112311.85,226725.03
,,,,3421,62210,,TERMINACION CONSTRUCCION PABELLON DEPORTIVO,0,,1200000,1200000,0
,,,,3421,62500,,EQUIPAMIENTO DEPORTIVO,0,,7000,7000,5540.71
,,,,3421,62909,,ADQUISICION GRADAS PORTATILES EVENTOS DEPORTIVOS,0,,18000,18000,14547.19
,,,,3421,62910,,NUEVO CESPED CAMPO FUTBOL 11 GUADALENTIN,0,,244816.62,244816.62,242608.38
,,,,3421,63200,,INVERSIONES INSTALACIONES DEPORTIVAS,2000,,24983.38,26983.38,13933.47
,,,,3421,63210,,REFORMA VESTUARIOS CAMPO FUTBOL GUADALENTIN,0,,156703.91,156703.91,118752.65
,,,,3421,63211,,REMODELACION SALA TATAMI PABELLON ADOLFO SUAREZ,0,,38000,38000,37990.22
,,,,422,21000,,CUOTA MTO. PARQUE INDUSTRIAL,6682,,1650,8332,5499.82
,,,,422,48000,,CONVENIO ENTIDAD URBANÍSTICA E.U.C.P.I.A.,50000,,0,50000,50000
,,,,4310,22100,,ENERGIA ELECTRICA EDIFICIOS COMERCIO,2470,,2000,4470,3067.95
,,,,4310,22601,,ATENCIONES PROTOCOLARIAS COMERCIO,200,,0,200,0
,,,,4310,22602,,PROMOC. COMERCIO Y ALHAMA LIMPIA Y RECICLA Y OTR.,4000,,2796.75,6796.75,4446.75
,,,,4310,22606,,CURSO FORMACION COMERCIO Y HOSTELERIA,1000,,0,1000,0
,,,,4310,22699,,GTOS. DIVERSOS COMERCIO,5000,,5942,10942,14228.95
,,,,4310,22700,,LIMPIEZA EDIFICIOS COMERCIO,31077.83,,0,31077.83,11061.36
,,,,4310,24000,,"EDICIONES, FOLLETOS Y CARTELES COMERCIO",4000,,0,4000,1894.83
,,,,4310,47901,,"BONO DTO. ""DISFRUTA COMERCIO ALHAMA""",30000,,0,30000,26665
,,,,4310,48000,,CONVENIO ASOCIACIÓN COMERCIANTES,6000,,0,6000,6000
,,,,4310,48001,,PREMIOS CONCURSO COMERCIANTES,3000,,1500,4500,2350
,,,,4310,48003,,CONVENIO ASOCIACION DE HOSTELERIA,6000,,0,6000,0
,,,,4311,22605,,"FERIA ARTESANIA, EXPOSIC. AGRICULTURA Y COMERCO",3000,,0,3000,3501.3
,,,,4311,22699,,"PROGRAMA ""ALHAMA EN LA CALLE""",5500,,0,5500,20080.83
,,,,4311,22799,,"SONORIZACIÓN, ILUMINACION, FERIAS  Y EXPOSICIONES",1000,,0,1000,2783
,,,,4312,21200,,MANTENIMIENTO PZA.ABASTOS Y MERCADO,1000,,0,1000,850.17
,,,,4312,63210,,OBRAS DE ADECUACION PLAZA DE ABASTOS,0,,40000,40000,1781.63
,,,,432,12001,,RETRIBUC. BASICAS FUNCIONARIOS TURISMO A2,17031.32,,0,17031.32,20049.29
,,,,432,12004,,RETRIBUC. BASICAS FUNCIONARIOS TURISMO C2,9358,,0,9358,0
,,,,432,12100,,COMPLEM. DESTINO FUNC. TURISMO,15288.42,,0,15288.42,8890.66
,,,,432,12101,,COMPL. ESPECIFICO FUNC. TURISMO,17693.76,,0,17693.76,7870.41
,,,,432,14300,,RETRIB. FUNCIONARIOS INTERINOS TURISMO,32701.32,,0,32701.32,39656.33
,,,,432,15000,,PRODUCTIVIDAD FUNCIONARIOS TURISMO,3482.47,,0,3482.47,4780.21
,,,,432,15100,,GRATIFICACIONES  PERSONAL DE TURISMO,0,,0,0,1061.35
,,,,432,16000,,SEGURIDAD SOCIAL FUNCIONARIOS TURISMO,25461.29,,0,25461.29,11448.14
,,,,432,16001,,SEGURIDAD SOCIAL PERS. LAB. TEMP. TURISMO,0,,0,0,12746.15
,,,,432,20300,,SONORIZ. SERENATA Y OTROS S.SANTA,1500,,0,1500,1573
,,,,432,21000,,MANT. DE RECURSOS Y LUGARES INTERES TURISTICO,1000,,11065.69,12065.69,11065.69
,,,,432,21200,,MTO. Y CONSERVACION OFICINA DE TURISMO,100,,0,100,64.49
,,,,432,22000,,MATERIAL OFICINA TURISMO,0,,50,50,150
,,,,432,22100,,ENERGIA ELECTRICA EDIFICIOS TURISMO,2600,,0,2600,1923.29
,,,,432,22104,,VESTUARIO PERSONAL INFORMACION Y TURISMO,250,,0,250,0
,,,,432,22199,,SEÑALIZ. RUTA TURISTICA Y OTROS GTOS.,4500,,3000,7500,4815
,,,,432,22299,,DESARROLLO APLICACIONES DIFUSION TURISTICA y OTROS,5000,,0,5000,3766.22
,,,,432,22601,,GASTOS DE PROMOCION TURISTICA (MERCH...),8000,,0,8000,6848.6
,,,,432,22602,,PUBLICIDAD PROMOC. Y DIFUSION INTERES TURISTICO,2000,,0,2000,0
,,,,432,22609,,VISITAS TURISTICAS Y GUIAS,15000,,1780.3,16780.3,11102.9
,,,,432,22697,,"GASTOS POR ASISTENCIAS A FERIAS, CONGRESOS,,,,",500,,-3.01,496.99,0
,,,,432,22698,,"""Q DE CALIDAD TURISTICA"" MARCA Y SUSCRIPCION",1000,,0,1000,0
,,,,432,22699,,GASTOS DIVERSOS TURISMO,500,,2328.75,2828.75,2378.91
,,,,432,22700,,LIMPIEZA OFICINA DE TURISMO,8233.75,,0,8233.75,322.92
,,,,432,22799,,CTOS. TRADUCCION Y MTO. WED TURISTICA,5100,,181.5,5281.5,3267
,,,,432,24000,,EDICIONES Y FOLLETOS C.TURISMO,8796.7,,0,8796.7,1427.8
,,,,432,48001,,BECAS PERSONAL TURISMO,4500,,4500,9000,0
,,,,432,48002,,"APORTACION "" VIAS VERDES""",4614.53,,3.01,4617.54,4617.54
,,,,432,62300,,INVERSION CALIDAD Y COMPETITIVIDAD TURISTICA OFICINA TURISMO,0,,31742.66,31742.66,29167.57
,,,,432,63200,,LEADER: CENTRO FORMACION AGROTURISTICO EN EL BERRO,0,,153388,153388,0
,,,,450,12003,,RETRIBUCIONES BASICAS BRIGADAS-C1,11040.4,,0,11040.4,13733.59
,,,,450,12004,,RETRIBUCIONES BASICAS BRIDADAS-C2,95329.9,,-47000,48329.899999999994,36344.12
,,,,450,12005,,RETRIBUCIONES BASICAS BRIGADAS-E,119302.82,,-30000,89302.82,68380.78
,,,,450,12100,,COMPLEMENTO DESTINO BRIGADAS,104725.04,,-30000,74725.04,48693.34
,,,,450,12101,,COMPLEMENTO ESPECIFICO BRIGADAS,157470.15,,-30000,127470.15,80127.84
,,,,450,13100,,PERS. LABORAL TEMPORAL BRIGADAS,56158.74,,0,56158.74,17805.47
,,,,450,14300,,FUNCIONARIOS INTERINOS BRIGADAS,96264.9,,0,96264.9,298189.95
,,,,450,15000,,PRODUCTIVIDAD FUNCIONARIOS BRIGADAS,22639.29,,0,22639.29,74911.16
,,,,450,15003,,RETENES BRIGADAS SERVICIOS Y ELECTRICIDAD,80000,,-20000,60000,0
,,,,450,16000,,SEGURIDAD SOCIAL FUNCIONARIOS BRIGADAS,186220.93,,-44000,142220.93,88683.46
,,,,450,16001,,SEGURIDAD SOCIAL PERS. LABORAL BRIGADAS,21228.01,,0,21228.01,127798.34
,,,,450,20400,,ARRENDAMIENTO DE VEHICULOS Y OTR. MAT. DE TRANSPOR,34976.59,,2222.77,37199.35999999999,28588.71
,,,,450,21300,,MTO. MAQUINARIA Y UTILLAJE BRIGADAS,4500,,1185.59,5685.59,4410.04
,,,,450,21400,,MTO. VEHICULOS BRIGADAS,21000,,4698.59,25698.59,35824.24
,,,,450,21600,,PROGRAMA INFORMATICO GESTION BRIGADAS,4065.6,,593.6,4659.2,3726.8
,,,,450,22103,,COMBUSTIBLE VEHICULOS BRIGADAS,17545.35,,19000,36545.35,35600.24
,,,,450,22104,,VESTUARIO PERSONAL BRIGADAS,28934.4,,0,28934.4,7987.57
,,,,450,22199,,MATERIALES Y SUMINISTROS BRIGADAS,10000,,125.82,10125.82,5526.82
,,,,450,22700,,LIMPIEZA EDIFICIOS BRIGADAS,19655.79,,0,19655.79,605.52
,,,,450,62500,,"MAQUINARIA, HERRAMIENTAS Y UTILLAJE BRIGADAS",6000,,-1500,4500,3764.72
,,,,454,21001,,MEJORA RED VIARIA-BACHEOS,26893.41,,20024.39,46917.8,59237.59
,,,,454,22501,,TASA OCUPAC. TERRENOS FORESTALES Y RED CTRAS.,3000,,0,3000,678.37
,,,,454,22700,,DESBROCE Y TRATAMIENTO FITOSANITARIO CAMINOS,18000,,0,18000,0
,,,,454,61902,,CONSERVACION CAMINOS PUBLICOS - PLAN 2022,0,,80000,80000,424.71
,,,,491,12001,,RETRIB. BASICAS N. TECNOLOGIAS-A2,14415.02,,0,14415.02,0
,,,,491,12003,,RETRIB. BASICAS N.TEGNOLOGIAS-C1,40526.64,,-20000,20526.64,7967.09
,,,,491,12004,,RETRIB. BASICAS N.TEGNOLOGIAS-C2,21596.72,,0,21596.72,30968.82
,,,,491,12100,,COMPLEMENTO DESTINO NUEVAS TECNOLOG.,43139.6,,0,43139.6,20616.82
,,,,491,12101,,COMPLEMENTO ESPECIFICO NUEVAS TECNOLOG.,68636.54,,-26000,42636.53999999999,20311.56
,,,,491,15000,,PRODUCTIVIDAD FUNCIONARIOS N. TECNOLOGIAS,6213.74,,0,6213.74,4037.16
,,,,491,15003,,RETEN NUEVAS TECNOLOGIAS,15000,,0,15000,0
,,,,491,15100,,GRATIFICACIONES PERSONAL NUEVAS TECNOLOGIAS,0,,0,0,286.9
,,,,491,16000,,SEGURIDAD SOCIAL FUNCIONARIOS N.TEGNOLOGIAS,49832.05,,0,49832.05,6298.57
,,,,491,21300,,MTO. CENTRO PROCESO DE DATOS Y CIBERSEGURIDAD,20000,,8421.6,28421.6,8421.6
,,,,491,21400,,REPARACION VEHICULO NUEVAS TECNOLOGIAS,0,,0,0,18.15
,,,,491,22203,,CONSUMIBLES INFORMAT. Y CERTIFICADOS DIGITALES,10000,,0,10000,2875.76
,,,,491,22798,,MANTENIMIENTO WEB MUNICIPAL,15000,,2520.82,17520.82,16385.33
,,,,491,22799,,MANTENIMIENTO PROGRAMAS INFORMATICOS,180000,,29553.98,209553.98,113219.48
,,,,491,60910,,FIBRA OPTICA ALMACEN MUNICIPAL,0,,32900.8,32900.8,32620.7
,,,,491,60911,,FIBRA OPTICA E.I. LOS SECANOS,0,,31978.2,31978.2,31867.33
,,,,491,62610,,ADQUISICION EQUIPOS INFORMATICOS,0,,37718.42,37718.42,18824.73
,,,,491,62620,,"RENOVACION, EQUIPAMIENTO Y ELECTRONICA C.P.D.",0,,55000,55000,0
,,,,491,64100,,"SOFTWARE CONTABILIDAD ""GEMA""+EXPTE. ELECTRONICO",35000,,35000,70000,70000
,,,,493,22602,,"PATROCINIO ESPACIO ""CONSUMO GUSTO""",800,,0,800,500.05
,,,,493,22799,,GESTION OMIC,25000,,0,25000,18604.7
,,,,912,10000,,RETRIB. ORGANOS DE GOBIERNO,251846,,0,251846,239501.75
,,,,912,11000,,PERSONAL CONFIANZA ORG. GOBIERNO,30239.5,,0,30239.5,30335.29
,,,,912,15001,,PRODUCTIVIDAD PERSONAL CONFIANZA,1037.3,,0,1037.3,3088.26
,,,,912,16001,,SEG. SOCIAL PERSONAL CONFIANZA,9903.44,,0,9903.44,9912.65
,,,,912,16002,,SEG. SOCIAL ORGANOS DE GOBIERNO,79079.64,,0,79079.64,71356.16
,,,,912,22601,,ATENCIONES PROTOCOLARIAS ORG. GOBIERNO,9000,,6453,15453,8064.15
,,,,912,23000,,DIETAS ORGANOS GOBIERNO,250,,0,250,68.1
,,,,912,23100,,LOCOMOCION ORGANOS GOBIERNO,250,,0,250,18.48
,,,,912,23300,,ASISTENCIAS  MIEMBROS GOBIERNO,38400.8,,0,38400.8,38400.8
,,,,912,23301,,ASISTENCIAS RESTO MIEMBROS  CORPORACION,51700,,300,52000,52640
,,,,912,24000,,EDICIONES  Y PUBLICACIONES ORGANOS GOBIERNO,300,,0,300,0
,,,,912,46800,,ALCALDE PEDÁNEO EL BERRO,1500,,0,1500,1500
,,,,912,46801,,ALCALDE PEDÁNEO GEBAS,1500,,0,1500,1500
,,,,912,46802,,ALCALDE PEDÁNEO EL CAÑARICO,1500,,0,1500,1500
,,,,912,46803,,ALCALDE PEDÁNEO LA COSTERA,1500,,0,1500,1500
,,,,912,46804,,ALCALDE PEDÁNEO LAS CAÑADAS,1500,,0,1500,1500
,,,,912,48000,,DOTACION ECONOMICA P.P.,6600,,0,6600,5500
,,,,912,48001,,DOTACION ECONOMICA C'S CIUDADANOS,4800,,0,4800,4800
,,,,912,48002,,DOTACION ECONOMICA P.S.O.E.,10200,,0,10200,10200
,,,,912,48003,,DOTACIÓN ECONÓMICA I.U.,4200,,0,4200,4200
,,,,912,48004,,DOTACION ECONOMICA V.O.X.,4800,,0,4800,4800
,,,,9200,12000,,RETRIB. BASICAS ADMON. GRAL-A1,61796.7,,0,61796.7,67809.43
,,,,9200,12001,,RETRIB. BASICAS ADMON. GRAL-A2,50047.44,,0,50047.44,49072.46
,,,,9200,12003,,RETRIB. BASICAS ADMON. GRAL-C1,57153.16,,0,57153.16,46210.93
,,,,9200,12004,,RETRIB. BASICAS ADMON. GRAL-C2,102704.04,,0,102704.04,91059.92
,,,,9200,12005,,RETRIB. BASICAS ADMON. GRAL-E,18841.48,,0,18841.48,6215.87
,,,,9200,12100,,COMPLEMENTO DESTINO ADMON. GRAL.,168782.32,,-27834.05,140948.27000000002,123203.28
,,,,9200,12101,,COMPLEMENTO ESPECIFICO ADMON. GRAL.,236481.22,,-50300,186181.22,155263.08
,,,,9200,13100,,PERSONAL LABORAL TEMPORAL ADMON. GRAL.,63865.06,,0,63865.06,64556.25
,,,,9200,14300,,FUNCIONARIOS INTERINOS ADMON. GRAL.,39885.68,,0,39885.68,115587.17
,,,,9200,15000,,PRODUCTIVIDAD FUNCIONARIOS ADMON. GRAL.,27872.23,,0,27872.23,30683.38
,,,,9200,15001,,PRODUCTIVIDAD LABORALES ADMON. GRAL.,2394.94,,0,2394.94,3433.3
,,,,9200,15003,,PRODUCTIVIDAD ESPORADICA U OCASIONAL,24999.98,,-20000,4999.98,0
,,,,9200,16000,,SEGURIDAD SOCIAL FUNCIONARIOS ADMON. GRAL.,198202.39,,-51660,146542.39,138017.09
,,,,9200,16001,,SEGURIDAD SOCIAL LABORALES ADMON. GRAL.,20820.01,,0,20820.01,57798.43
,,,,9200,20800,,ARRENDAMIENTO EQUIPOS DE IMPRESION,41546.08,,3568.98,45115.060000000005,38716.39
,,,,9200,20900,,SOCIEDAD GENERAL DE AUTORES,2500,,0,2500,4544.04
,,,,9200,21200,,MANTENIMIENTO EDIFICIOS E INSTALAC. PUBL.,4000,,0,4000,11058.24
,,,,9200,21300,,MANTENIM. MAQUINARIA EDIFICIOS PUBLICOS,55000,,5550.99,60550.99,43312.64
,,,,9200,22000,,MATERIAL OFICINA ADMON. GRAL.,19000,,2105.18,21105.18,11425.7
,,,,9200,22001,,"PRENSA, LIBROS, REVISTAS ADMON. GRAL.",5000,,0,5000,11459.73
,,,,9200,22100,,SUMINISTRO ENERGIA ELECTRICA ADMON. GRAL.,104000,,0,104000,97390.72
,,,,9200,22105,,"SUM. AGUA Y OTROS PARA COMISIONES, PLENOS..",200,,0,200,1368.16
,,,,9200,22112,,MAT. ELECTRONICO Y DE TELECOMUNICAC.,5000,,-3067.57,1932.4299999999998,253.05
,,,,9200,22199,,SUMINISTROS VARIOS ADMINISTRACION GENERAL,0,,0,0,1360.56
,,,,9200,22200,,COMUNICACIONES TELEFONICAS Y OTRAS ADMON. GRAL.,55000,,0,55000,69013.36
,,,,9200,22201,,COMUNICACIONES POSTALES Y MENSAJERIA Y CERTIFICADO,49000,,0,49000,83794.3
,,,,9200,22400,,PRIMAS DE SEGUROS,80000,,30000,110000,104766.5
,,,,9200,22500,,PUBLICAC. B.O.E. Y REGRISTRADORES,5000,,0,5000,1308.58
,,,,9200,22501,,PUBLICACIONES EN EL B.O.R.M.,13000,,48000,61000,29575.51
,,,,9200,22502,,TRIBUTOS A ENTIDADES LOCALES (EDIF. POLARIS),0,,288000,288000,0
,,,,9200,22601,,ATENCIONES PROTOCOLARIAS ADMINISTRACION GENERAL,0,,6000,6000,0
,,,,9200,22602,,PUBLICIDAD INSTITUCIONAL EN MEDIOS COMUNICACION,56000,,9417.7,65417.7,68120.7
,,,,9200,22604,,GASTOS JURIDICOS Y CONTENCIOSOS,39500,,0,39500,36143.51
,,,,9200,22607,,GASTOS PRUEBAS SELECTIVAS Y OPOSICIONES,1800,,2710.4,4510.4,2960.94
,,,,9200,22609,,OTROS GASTOS DIVERSOS ADMINISTRACION GENERAL,0,,0,0,1450.3
,,,,9200,22699,,"MUPIS, ROLL-UP Y OTROS PARA EVENTOS MPLES.",900,,0,900,3626.37
,,,,9200,22700,,LIMPIEZA EDIFICIOS MUNICIPALES,65032.63,,0,65032.63,22072.68
,,,,9200,22701,,PRODUCCIONES AUDIOVISUALES,23000,,4154.34,27154.34,24553.36
,,,,9200,22704,,MTO. Y GESTION PROGR. CONTROL HORARIO,7945.32,,0,7945.32,0
,,,,9200,22706,,TRABAJOS CONSULTORIA Y OTROS ESTUDIOS TECNICOS,14000,,42537.5,56537.5,35408.15
,,,,9200,22792,,"SERVICIO PROFESIONAL DISEÑO, IMAGEN, FOTOGRAFIA...",30000,,0,30000,21924.8
,,,,9200,22794,,ACTUAC. PRENVENCION RIESGOS LABORALES,3600,,0,3600,0
,,,,9200,22796,,CTO. TAREAS NO ESTRUCTURALES EN CENTROS MPLES.,65000,,-7723.33,57276.67,16746.14
,,,,9200,22797,,"CTO, CALCULO COSTES UNITARIOS PARA CONTRATOS",8600,,0,8600,2698.3
,,,,9200,22798,,"ASISTENC., MANTEN. Y LICENCIAS INFORMATICAS",4000,,0,4000,3630
,,,,9200,22799,,PREVENC. RIESGOS LABORALES Y VIGILANCIA SALUD,16411.4,,1222.92,17634.32,13257.34
,,,,9200,23020,,DIETAS ADMON. GRAL.,300,,0,300,50
,,,,9200,23120,,LOCOMOCION ADMON. GRAL.,1500,,0,1500,1216.62
,,,,9200,23300,,ASISTENCIA A TRIBUNALES (SELECC. DE PERSONAL),13000,,-3025,9975,25920.83
,,,,9200,23301,,OTRAS INDEMNIZACIONES,1000,,19160,20160,3159.71
,,,,9200,23302,,INDEMNIZAC. POR RESPONSABILIDAD PATRIMONIAL,5000,,0,5000,5084.93
,,,,9200,24000,,IMPRESIÓN DISTINTOS MATERIALES Y SOPORTES,1900,,0,1900,2151.38
,,,,9200,62300,,MAQUINARIA Y OTRAS INVERSIONES ADMON. GRAL.,8500,,0,8500,8047.23
,,,,9200,62500,,MOBILIARIO ADMINISTRACION GENERAL,0,,9752.82,9752.82,3067.57
,,,,9200,62510,,REPOSICION MAQUINARIA ADMON. GENERAL,0,,19034.52,19034.52,18595.16
,,,,9200,63210,,REHABILITACION ALMACEN TAIBILLA,0,,16940,16940,0
,,,,9201,21000,,MANT. DIVERSAS INFRAESTRUCTURAS EN PEDANIAS,5000,,0,5000,3095.85
,,,,9201,22001,,"PRENSA, REVISTAS,,, EN CENTROS SOCIALES PEDANIAS",500,,210.54,710.54,578.34
,,,,9201,22100,,ENERGIA ELECTRICA EDIFICIOS PEDANIAS,15600,,5846.48,21446.48,21446.48
,,,,9201,22103,,SUMINISTRO COMBUSTIBLE A PEDANIAS,0,,5000,5000,2552.28
,,,,9201,22300,,TRANSPORTE BANDA MUSICA Y OTR. ACTIV. PEDANIAS,700,,410,1110,1340.5
,,,,9201,22301,,APOYO TRANSPORTE COLECTIVO PEDANIAS,12000,,418.7,12418.7,7151.36
,,,,9201,22601,,TROFEOS Y OBSEQUIOS PEDANIAS,400,,0,400,399.3
,,,,9201,22602,,PUBLICIDAD Y PROPAGANDA PEDANIAS,250,,0,250,0
,,,,9201,22606,,TALLERES EN PEDANIAS,6000,,1476.2,7476.2,10731.17
,,,,9201,22608,,AUTO DE REYES EL BERRO,2000,,0,2000,2510.75
,,,,9201,22609,,ACTIVIDADES CULTURALES EN PEDANIAS,2000,,435.6,2435.6,4206.1
,,,,9201,22698,,ENCUENTRO-CONVIVENCIA PEDANIAS PsPs Nº 10,3000,,0,3000,2290.03
,,,,9201,22699,,OTROS GASTOS DIVERSOS PEDANIAS,1000,,1331,2331,10314.01
,,,,9201,22700,,LIMPIEZA EDIFICIOS PUBL. EN PEDANIAS,44249.67,,-6000,38249.67,29567.52
,,,,9201,22701,,CONSERJES PARA CONTROL Y MTO. TELECENTROS,5040,,210,5250,4080
,,,,9201,24000,,EDICIONES Y CARTELERIA PEDANIAS,400,,0,400,0
,,,,9201,62900,,INVERSIONES EN PEDANIAS,0,,7850,7850,3850
,,,,9201,63210,,ACONDICIONAMIENTO SALON SOCIAL LAS CAÑADAS,0,,24798.93,24798.93,24798.93
,,,,922,48000,,FEDERACION DE MUNICIPIOS DE LA REGION DE MURCIA,5764.77,,0,5764.77,5337.6
,,,,922,48001,,FEDERAC. ESPAÑOLA DEMUNICIPIOS Y PROVINCIAS,1400.64,,0,1400.64,1247.61
,,,,924,48006,,ENCUENTRO CUADRILLAS ASOCIACIÓN CUADRILLAS EL BERR,3500,,0,3500,3500
,,,,924,48007,,ASOCIACIÓN VECINOS EL BERRO DINAMIZ Y FUNCIONAM,450,,0,450,450
,,,,924,48008,,ASOCIACIÓN ABEDUL EL BERRO DINAMIZ Y FUNCIONAMIENT,450,,0,450,450
,,,,924,48009,,ASOCIACIÓN DE VECINOS LA COSTERA DINAMIZ Y FUNCION,900,,0,900,900
,,,,924,48010,,ASOCIACIÓN VECINOS EL CAÑARICO DINAMIZ Y FUNCIONAM,900,,0,900,900
,,,,924,48011,,ASOC VECINOS GEBAS DINAMIZ Y FUNCIONAM,900,,0,900,900
,,,,924,48012,,ASOC VECINOS LAS CAÑADAS DINAMIZ Y FUNCIONAM,900,,0,900,900
,,,,931,12000,,RETRIB. BASICAS ADMON. FINANC.-A1,49178.7,,-5846.48,43332.22,28040.87
,,,,931,12001,,RETRIB. BASICAS ADMON. FINANC.-A2,20694.14,,0,20694.14,23363.51
,,,,931,12003,,RETRIB. BASICAS ADMON. FINANC.-C1,29572.7,,0,29572.7,19052.84
,,,,931,12004,,RETRIB. BASICAS ADMON. FINANC.-C2,43195.8,,0,43195.8,68178.13
