#a,b,c,d,COFUNCION,CODECOPART,g,Descripción,Inicial,j,Modificación,Actual,O
,,,,338,22199,,SUMINISTROS VARIOS ACTIV. FESTEJOS,5000,,0,5000,3172.5
,,,,338,22400,,SEGUROS POR SUSPENSION CONCIERTOS,3000,,0,3000,1066.39
,,,,338,22601,,PREGON FERIA Y CORREMAYO MAYOR,550,,0,550,395.45
,,,,338,22609,,"ESPECTACULOS, FESTIVALES, CONCIERTOS Y OTROS",38000,,0,38000,50721.0
,,,,338,22698,,OTRAS ACTIVIDADES FESTEJOS,20000,,15209.7,35209.7,36241.62
,,,,338,22699,,TROFEOS Y OBSEQUIOS FESTEJOS,3000,,0,3000,0.0
,,,,338,22701,,SERVICIOS SEGURIDAD EN FESTEJOS,12000,,43900,55900,44067.02
,,,,338,22706,,ESTUDIOS TECNICOS FESTEJOS,0,,0,0,1936.0
,,,,338,22797,,PIROTECNIA FESTEJOS,2500,,0,2500,4392.3
,,,,338,22798,,"INFRAESTR., ESCENARIOS, CARPAS,,,, FESTEJOS",29000,,0,29000,57947.45
,,,,338,22799,,SONORIZACION E ILUMIN. EVENTOS FESTEJOS,43000,,10139.75,53139.75,22460.02
,,,,338,24000,,"EDICIONES, DISEÑOS, CARTELERIA FESTEJOS",14400,,0,14400,12326.5
,,,,338,48000,,PREMIOS Y CONCURSOS FESTEJOS,9000,,-3039.75,5960.25,5960.25
,,,,338,48001,,SUBVENCIONES  A ASOCIACIONES DE BARRIOS,6000,,-1500,4500,4500.0
,,,,338,48002,,SUBVENCION FIESTAS LAS CAÑADAS,3500,,-2100,1400,1400.0
,,,,338,48003,,SUBVENCION FIESTAS EL CAÑARICO,3500,,-3500,0,0.0
,,,,338,48004,,SUBVENCION FIESTAS LA COSTERA,3500,,-1650,1850,1850.0
,,,,338,48005,,SUBVENCION FIESTAS GEBAS,3500,,0,3500,3500.0
,,,,338,48006,,SUBVENCION FIESTAS EL BERRO,3500,,0,3500,3500.0
,,,,340,12001,,RETRIB. BASICAS DEPORTES-A2,14132.38,,-6000,8132.38,10144.87
,,,,340,12004,,RETRIB. BASICAS DEPORTES-C2,4587.28,,-4000,587.28,0.0
,,,,340,12100,,COMPLEMENTO DESTINO DEPORTES,10282.86,,0,10282.86,10183.48
,,,,340,12101,,COMPLEMENTO ESPECIFICO DEPORTES,11449.27,,0,11449.27,4242.39
,,,,340,14300,,OTRO PERSONAL FUNCIONARIO INTERINO,9775.89,,0,9775.89,20870.33
,,,,340,15000,,PRODUCTIVIDAD FUNCIONARIOS DEPORTES,1883.54,,0,1883.54,1882.38
,,,,340,15100,,GRATIFICACIONES PERSONAL DE DEPORTES,0,,0,0,523.72
,,,,340,16000,,SEGURIDAD SOCIAL FUNCIONARIOS DEPORTES,10439.76,,-3521.13,6918.63,5854.31
,,,,340,16001,,SEGURIDAD SOCIAL PERSONAL LABORAL DEPORTES,3050.08,,0,3050.08,6892.2
,,,,341,20900,,SGAE DEPORTES,0,,0,0,833.92
,,,,341,22000,,MATERIAL OFICINA DEPORTES,100,,0,100,1498.69
,,,,341,22104,,VESTUARIO DEPORTE ESCOLAR MILLA URBANA,3000,,-3000,0,0.0
,,,,341,22199,,MATERIAL DEPORTIVO Y OTROS,3000,,15000,18000,1717.38
,,,,341,22300,,TRANSPORTE DEPORTE ESCOLAR Y OTROS,3000,,0,3000,0.0
,,,,341,22400,,SEGUROS ACTIVIDADES DEPORTIVAS,500,,0,500,0.0
,,,,341,22602,,PUBLICIDAD Y PROPAGANDA DEPORTES,500,,-500,0,0.0
,,,,341,22609,,ACTIVIDADES DEPORTIVAS Y ASES. GIMNASIO,40000,,11999.05,51999.05,33045.72
,,,,341,22610,,PROGRAMA DEPORTE ESCOLAR,18000,,0,18000,5529.56
,,,,341,22698,,PRUEBAS COMBINADAS MEMORIAL O.S.A. PsPs Nº 3,0,,0,0,300.08
,,,,341,22699,,GTOS. DIVERSOS DEPORTES,6000,,-6430.99,-430.99,866.5
,,,,341,22701,,CTO. GESTION INTEGRAL CONSERJERIA,215404.2,,27521.13,242925.33,212300.32
,,,,341,22706,,ESTUDIOS Y TRABAJOS TECNICOS AREA DEPORTES,0,,0,0,4235.0
,,,,341,22799,,CTO. GESTION INTEGRAL PISCINA,255123,,0,255123,121242.7
,,,,341,24000,,"EDICIONES, FOLLETOS Y CARTELERIA DEPORTES",800,,-800,0,0.0
,,,,341,48002,,SUBVENCIONES A  PROGRAMAS DEPORTES,80000,,1551.37,81551.37,81550.48
,,,,341,48004,,CONVENIO MOTOCLUB ALHAMA,6000,,0,6000,6000.0
,,,,341,48005,,CONVENIO VUELTA CICLISTA REGION DE MURCIA,15000,,-15000,0,0.0
,,,,3421,21300,,MTO. INSTALACIONES DEPORTIVAS,55300,,-5287.2,50012.8,42332.52
,,,,3421,22100,,ENERGIA ELECTRICA EDIFICIOS DEPORTES,100000,,0,100000,71352.28
,,,,3421,22102,,GAS Y COMBUSTIBLE INSTALACIONES DEPORTIVAS,57000,,0,57000,39766.48
,,,,3421,22700,,LIMPIEZA EDIFICIOS DEPORTES,110544.54,,0,110544.54,101332.44
,,,,3421,62200,,CONSTRUCCION PABELLON DEPORTIVO EL PRAICO,0,,1494398.46,1494398.46,477616.79
,,,,3421,62910,,NUEVO CESPED ARTIF. CAMPO FUTBOL 11 COMPLEJO GUADALENTIN,0,,264742,264742,0.0
,,,,3421,63200,,INVERSIONES INSTALACIONES DEPORTIVAS,0,,11080.7,11080.7,10744.52
,,,,3421,63210,,REFORMA VESTUARIOS Y NUEVO VESTUARIO CAMPO FUTBOL BAJO GUADALENTIN,0,,152302.12,152302.12,0.0
,,,,3421,63211,,REMODELACION SALA TATAMI PABELLON ADOLFO SUAREZ,0,,20000,20000,0.0
,,,,3421,63900,,REPOSICION CESPED ARTIFICIAL CAMPO FUTBOL 11,0,,8406.89,8406.89,5844.3
,,,,422,21000,,CUOTA MTO. PARQUE INDUSTRIAL,6409.44,,0,6409.44,5875.92
,,,,422,48000,,CONVENIO ENTIDAD URBANÍSTICA E.U.C.P.I.A.,36000,,14000,50000,50000.0
,,,,4310,22100,,ENERGIA ELECTRICA EDIFICIOS COMERCIO,1900,,0,1900,1715.75
,,,,4310,22601,,ATENCIONES PROTOCOLARIAS COMERCIO,200,,0,200,8.15
,,,,4310,22602,,PROMOC. COMERCIO Y ALHAMA LIMPIA Y RECICLA Y OTR.,5500,,-1080,4420,0.0
,,,,4310,22606,,CURSO FORMACION COMERCIO Y HOSTELERIA,1000,,0,1000,0.0
,,,,4310,22699,,GTOS. DIVERSOS COMERCIO,5000,,4300,9300,8916.06
,,,,4310,22700,,LIMPIEZA EDIFICIOS COMERCIO,26101.46,,0,26101.46,12718.21
,,,,4310,24000,,"EDICIONES, FOLLETOS Y CARTELES COMERCIO",4000,,0,4000,1523.86
,,,,4310,47900,,PROGRAMA/LINEA AYUDAS A COMERCIOS,321000,,25000,346000,214860.94
,,,,4310,47901,,"BONO DTO. ""DISFRUTA COMERCIO ALHAMA""",0,,20000,20000,18610.0
,,,,4310,48000,,CONVENIO ASOCIACIÓN COMERCIANTES,6000,,0,6000,6000.0
,,,,4310,48001,,PREMIOS CONCURSO COMERCIANTES,3000,,2780,5780,5580.0
,,,,4310,48003,,CONVENIO ASOCIACION DE HOSTELERIA,6000,,-6000,0,0.0
,,,,4311,22699,,"PROGRAMA ""ALHAMA EN LA CALLE""",5500,,0,5500,322.5
,,,,4311,22799,,"SONORIZACIÓN, ILUMINACION, FERIAS  Y EXPOSICIONES",1000,,0,1000,0.0
,,,,4312,21200,,MANTENIMIENTO PZA.ABASTOS Y MERCADO,1000,,0,1000,5049.78
,,,,432,12001,,RETRIBUC. BASICAS FUNCIONARIOS TURISMO A2,16697.48,,0,16697.48,19212.97
,,,,432,12003,,RETRIBUC. BASICAS FUNCIONARIOS TURISMO C1,901.99,,0,901.99,0.0
,,,,432,12004,,RETRIBUC. BASICAS FUNCIONARIOS TURISMO C2,9174.56,,0,9174.56,0.0
,,,,432,12100,,COMPLEM. DESTINO FUNC. TURISMO,14516.88,,0,14516.88,6746.89
,,,,432,12101,,COMPL. ESPECIFICO FUNC. TURISMO,16770.2,,0,16770.2,7278.6
,,,,432,13100,,RETRIB. LABORALES TEMPORAL TURISMO,5700,,0,5700,0.0
,,,,432,14300,,RETRIB. FUNCIONARIOS INTERINOS TURISMO,41631.07,,0,41631.07,50187.5
,,,,432,15000,,PRODUCTIVIDAD FUNCIONARIOS TURISMO,3738.46,,0,3738.46,3624.43
,,,,432,16000,,SEGURIDAD SOCIAL FUNCIONARIOS TURISMO,15051.01,,0,15051.01,10728.33
,,,,432,16001,,SEGURIDAD SOCIAL PERS. LAB. TEMP. TURISMO,13074.39,,0,13074.39,16451.35
,,,,432,20300,,SONORIZ. SERENATA Y OTROS S.SANTA,0,,0,0,0.0
,,,,432,21000,,MANT. DE RECURSOS Y LUGARES INTERES TURISTICO,1000,,0,1000,0.0
,,,,432,21200,,MTO. Y CONSERVACION OFICINA DE TURISMO,100,,0,100,0.0
,,,,432,22000,,MATERIAL OFICINA PARA TURISMO,0,,0,0,190.5
,,,,432,22100,,ENERGIA ELECTRICA EDIFICIOS TURISMO,2000,,0,2000,1271.66
,,,,432,22104,,VESTUARIO PERSONAL INFORMACION Y TURISMO,250,,0,250,0.0
,,,,432,22199,,SEÑALIZ. RUTA TURISTICA Y OTROS GTOS.,4500,,0,4500,0.0
,,,,432,22299,,DESARROLLO APLICACIONES DIFUSION TURISTICA y OTROS,12000,,0,12000,0.0
,,,,432,22601,,GASTOS DE PROMOCION TURISTICA (MERCH...),7000,,0,7000,3415.72
,,,,432,22602,,PUBLICIDAD PROMOC. Y DIFUSION INTERES TURISTICO,6000,,0,6000,0.0
,,,,432,22609,,VISITAS TURISTICAS Y GUIAS,11000,,0,11000,10712.94
,,,,432,22697,,"GASTOS POR ASISTENCIAS A FERIAS, CONGRESOS,,,,",500,,0,500,153.97
,,,,432,22698,,"""Q DE CALIDAD TURISTICA"" MARCA Y SUSCRIPCION",1000,,0,1000,0.0
,,,,432,22699,,GASTOS DIVERSOS TURISMO,500,,0,500,61.5
,,,,432,22700,,LIMPIEZA OFICINA DE TURISMO,2261.5,,0,2261.5,296.01
,,,,432,22799,,CTOS. TRADUCCION Y MTO. WED TURISTICA,5100,,181.5,5281.5,2178.0
,,,,432,24000,,EDICIONES Y FOLLETOS C.TURISMO,8796.7,,0,8796.7,1998.2
,,,,432,48001,,BECAS PERSONAL TURISMO,4500,,0,4500,0.0
,,,,432,48002,,"APORTACION "" VIAS VERDES""",5000,,0,5000,4614.53
,,,,432,62500,,INVERSIONES TURISMO,1000,,0,1000,0.0
,,,,450,12003,,RETRIBUCIONES BASICAS BRIGADAS-C1,10823.9,,0,10823.9,11075.95
,,,,450,12004,,RETRIBUCIONES BASICAS BRIDADAS-C2,54589.96,,0,54589.96,27496.9
,,,,450,12005,,RETRIBUCIONES BASICAS BRIGADAS-E,93815.73,,0,93815.73,69873.76
,,,,450,12100,,COMPLEMENTO DESTINO BRIGADAS,81747.68,,0,81747.68,41869.73
,,,,450,12101,,COMPLEMENTO ESPECIFICO BRIGADAS,143144.24,,-14000,129144.24,71857.84
,,,,450,13100,,PERS. LABORAL TEMPORAL BRIGADAS,53233.28,,0,53233.28,107349.39
,,,,450,14300,,FUNCIONARIOS INTERINOS BRIGADAS,219003.46,,-25830,193173.46,266207.13
,,,,450,15000,,PRODUCTIVIDAD FUNCIONARIOS BRIGADAS,21744.21,,0,21744.21,77078.33
,,,,450,16000,,SEGURIDAD SOCIAL FUNCIONARIOS BRIGADAS,120459.91,,0,120459.91,73415.03
,,,,450,16001,,SEGURIDAD SOCIAL PERS. LABORAL BRIGADAS,91088.91,,0,91088.91,131219.46
,,,,450,20400,,ARRENDAMIENTO DE VEHICULOS Y OTR. MAT. DE TRANSPOR,30000,,1226,31226,24286.79
,,,,450,21300,,MTO. MAQUINARIA Y UTILLAJE BRIGADAS,4500,,0,4500,2051.9
,,,,450,21400,,MTO. VEHICULOS BRIGADAS,20000,,583.37,20583.37,17793.2
,,,,450,21600,,PROGRAMA INFORMATICO GESTION BRIGADAS,3216,,0,3216,3388.0
,,,,450,22103,,COMBUSTIBLE VEHICULOS BRIGADAS,17545.35,,0,17545.35,15213.39
,,,,450,22104,,VESTUARIO PERSONAL BRIGADAS,16109.54,,0,16109.54,13091.68
,,,,450,22199,,MATERIALES Y SUMINISTROS BRIGADAS,10000,,0,10000,7502.73
,,,,450,22700,,LIMPIEZA EDIFICIOS BRIGADAS,15000,,0,15000,4522.15
,,,,450,62500,,MAQUINARIA Y HERRAMIENTAS BRIGADAS,6000,,0,6000,5475.86
,,,,454,21001,,MEJORA RED VIARIA-BACHEOS,35000,,-5970.57,29029.43,9865.6
,,,,454,22501,,TASA OCUPAC. TERRENOS FORESTALES Y RED CTRAS.,3000,,0,3000,566.74
,,,,454,22700,,DESBROCE Y TRATAMIENTO FITOSANITARIO CAMINOS,15000,,0,15000,17146.47
,,,,454,61900,,SEGURIDAD VIAL CMNO. RAMBLAR Y OLMILLO,0,,5970.57,5970.57,5970.57
,,,,454,61902,,PLAN CAMINOS PUBLICOS 2020-2023,17278.8,,80000,97278.8,4387.46
,,,,491,12003,,RETRIB. BASICAS N.TEGNOLOGIAS-C1,21372.56,,0,21372.56,16720.83
,,,,491,12004,,RETRIB. BASICAS N.TEGNOLOGIAS-C2,21173.68,,0,21173.68,33563.79
,,,,491,12100,,RETRIB.COMPLEMENT.PERSONAL INFORMATICA,24083.01,,0,24083.01,20746.81
,,,,491,12101,,COMPLEMENTO ESPECIFICO NUEVAS TECNOLOG.,40702.7,,0,40702.7,34312.52
,,,,491,14300,,OTRO PERSONAL FUNCIONARIO INTERINO,19865.62,,0,19865.62,0.0
,,,,491,15000,,PRODUCTIVIDAD FUNCIONARIOS N. TECNOLOGIAS,4769.91,,0,4769.91,4042.42
,,,,491,15100,,GRATIFICACIONES PERSONAL NUEVAS TECNOLOGIAS,0,,0,0,15759.2
,,,,491,16000,,SEGURIDAD SOCIAL FUNCIONARIOS N.TEGNOLOGIAS,28906.25,,0,28906.25,35880.31
,,,,491,16001,,SEGURIDAD SOCIAL LABORALES NUEVAS TECNOLOGIAS,6227.87,,0,6227.87,0.0
,,,,491,21300,,MTO. CENTRO PROCESO DE DATOS Y OTRA MAQUINARIA,20000,,0,20000,11871.36
,,,,491,22112,,SUMINSITRO MATERIAL ELECTRÓNICO Y DE TELECOMUNICAC,0,,0,0,500.84
,,,,491,22203,,CONSUMIBLES INFORMAT. Y CERTIFICADOS DIGITALES,15000,,0,15000,4233.49
,,,,491,22798,,MANTENIMIENTO WEB MUNICIPAL,15000,,0,15000,12282.13
,,,,491,22799,,MANTENIMIENTO PROGRAMAS INFORMATICOS,177713.25,,1331,179044.25,80413.16
,,,,491,60900,,"PROYECTO ""WiFi4EU"", WiFi para Europa",18000,,0,18000,8947.92
,,,,491,60901,,PROYECTO ACCESIBILIDAD A WEB MUNICIPAL,5500,,0,5500,5445.0
,,,,491,60910,,EXTENSION FIBRA OPTICA EN ALMACEN MUNICIPAL,0,,45000,45000,0.0
,,,,491,60911,,EXTENSION FIBRA OPTICA E.I. LOS SECANOS,0,,45000,45000,0.0
,,,,491,62600,,ADQUISICION EQUIPOS INFORMATICOS,0,,4339.03,4339.03,4272.11
,,,,491,62610,,ADQUISICION EQUIPOS INFORMATICOS,0,,25000,25000,7993.39
,,,,491,64100,,"SOFTWARE CONTABILIDAD ""GEMA""+EXPTE. ELECTRONICO",35000,,0,35000,0.0
,,,,493,22602,,"PATROCINIO ESPACIO ""CONSUMO GUSTO""",800,,0,800,0.0
,,,,493,22699,,ACTIVIDADES DE DIVULGACION AL CONSUMIDOR,0,,0,0,700.07
,,,,493,22799,,GESTION OMIC,25000,,830,25830,20856.41
,,,,912,10000,,RETRIB. ORGANOS DE GOBIERNO,251846,,0,251846,245927.34
,,,,912,11000,,PERSONAL CONFIANZA ORG. GOBIERNO,29646.62,,0,29646.62,29627.66
,,,,912,15001,,PRODUCTIVIDAD PERSONAL CONFIANZA,1037.3,,0,1037.3,1118.98
,,,,912,16001,,SEG. SOCIAL PERSONAL CONFIANZA,9709.27,,0,9709.27,9693.65
,,,,912,16002,,SEG. SOCIAL ORGANOS DE GOBIERNO,79079.64,,0,79079.64,76278.75
,,,,912,22601,,ATENCIONES PROTOCOLARIAS ORG. GOBIERNO,9000,,0,9000,6052.39
,,,,912,23000,,DIETAS ORGANOS GOBIERNO,500,,0,500,0.0
,,,,912,23100,,LOCOMOCION ORGANOS GOBIERNO,500,,0,500,33.55
,,,,912,23300,,ASISTENCIAS  MIEMBROS GOBIERNO,38400.8,,0,38400.8,38108.5
,,,,912,23301,,ASISTENCIAS RESTO MIEMBROS  CORPORACION,51700,,0,51700,52170.0
,,,,912,24000,,EDICIONES  Y PUBLICACIONES ORGANOS GOBIERNO,500,,0,500,0.0
,,,,912,46800,,ALCALDE PEDÁNEO EL BERRO,2250,,0,2250,2250.0
,,,,912,46801,,ALCALDE PEDÁNEO GEBAS,2250,,0,2250,2250.0
,,,,912,46802,,ALCALDE PEDÁNEO EL CAÑARICO,2250,,0,2250,2250.0
,,,,912,46803,,ALCALDE PEDÁNEO LA COSTERA,2250,,0,2250,2250.0
,,,,912,46804,,ALCALDE PEDÁNEO LAS CAÑADAS,2250,,0,2250,2250.0
,,,,912,48000,,DOTACION ECONOMICA P.P.,6600,,0,6600,6600.0
,,,,912,48001,,DOTACION ECONOMICA C'S CIUDADANOS,4800,,0,4800,4800.0
,,,,912,48002,,DOTACION ECONOMICA P.S.O.E.,10200,,0,10200,10200.0
,,,,912,48003,,DOTACIÓN ECONÓMICA I.U.,4200,,0,4200,4200.0
,,,,912,48004,,DOTACION ECONOMICA V.O.X.,4800,,0,4800,4800.0
,,,,9200,12000,,RETRIB. BASICAS ADMON. GRAL-A1,60585.92,,0,60585.92,51957.06
,,,,9200,12001,,RETRIB. BASICAS ADMON. GRAL-A2,48553.38,,0,48553.38,37843.37
,,,,9200,12003,,RETRIB. BASICAS ADMON. GRAL-C1,55239.48,,-8294.75,46944.73,33510.36
,,,,9200,12004,,RETRIB. BASICAS ADMON. GRAL-C2,84090.96,,0,84090.96,118240.9
,,,,9200,12005,,RETRIB. BASICAS ADMON. GRAL-E,12165.51,,0,12165.51,7100.76
,,,,9200,12100,,COMPLEMENTO DESTINO ADMON. GRAL.,150946.97,,-24000,126946.97,107383.77
,,,,9200,12101,,COMPLEMENTO ESPECIFICO ADMON. GRAL.,210256.74,,-40000,170256.74,147030.28
,,,,9200,13100,,PERSONAL LABORAL TEMPORAL ADMON. GRAL.,76514.97,,0,76514.97,67934.0
,,,,9200,14300,,FUNCIONARIOS INTERINOS ADMON. GRAL.,40249.19,,0,40249.19,95041.79
,,,,9200,15000,,PRODUCTIVIDAD FUNCIONARIOS ADMON. GRAL.,27209.22,,0,27209.22,28422.57
,,,,9200,15001,,PRODUCTIVIDAD LABORALES ADMON. GRAL.,2869.31,,0,2869.31,4082.97
,,,,9200,15100,,GRATIFICACIONES ADMON. GRAL.,0,,0,0,1498.38
,,,,9200,16000,,SEGURIDAD SOCIAL FUNCIONARIOS ADMON. GRAL.,167008.2,,0,167008.2,134770.15
,,,,9200,16001,,SEGURIDAD SOCIAL LABORALES ADMON. GRAL.,37501.63,,0,37501.63,51714.71
,,,,9200,20800,,ARRENDAMIENTO EQUIPOS DE IMPRESION,0,,0,0,31753.28
,,,,9200,20900,,SOCIEDAD GENERAL DE AUTORES,2500,,0,2500,1895.56
,,,,9200,21200,,MANTENIMIENTO EDIFICIOS E INSTALAC. PUBL.,4000,,0,4000,5485.03
,,,,9200,21300,,MANTENIM. MAQUINARIA EDIFICIOS PUBLICOS,60000,,583.22,60583.22,35003.45
,,,,9200,22000,,MATERIAL OFICINA ADMON. GRAL.,15000,,-5976.19,9023.81,14603.31
,,,,9200,22001,,"PRENSA, LIBROS, REVISTAS ADMON. GRAL.",4000,,0,4000,6005.92
,,,,9200,22002,,CONTRATO SISTEMAS DE IMPRESION,56162.63,,-46980.47,9182.16,0.0
,,,,9200,22100,,SUMINISTRO ENERGIA ELECTRICA ADMON. GRAL.,80000,,0,80000,48084.8
,,,,9200,22105,,"SUM. AGUA Y OTROS PARA COMISIONES, PLENOS..",400,,0,400,0.0
,,,,9200,22109,,SUM. Y TRABAJOS PROTECCION CONTRA COVID-19,0,,0,0,1141.03
,,,,9200,22112,,MAT. ELECTRONICO Y DE TELECOMUNICAC.,5000,,0,5000,5275.99
,,,,9200,22199,,SUMINISTROS VARIOS ADMINISTRACION GENERAL,0,,0,0,584.4
,,,,9200,22200,,COMUNICACIONES TELEFONICAS Y OTRAS ADMON. GRAL.,37000,,0,37000,63365.92
,,,,9200,22201,,COMUNICACIONES POSTALES Y MENSAJERIA Y CERTIFICADO,40000,,0,40000,52415.03
,,,,9200,22400,,PRIMAS DE SEGUROS,87500,,0,87500,76907.92
,,,,9200,22500,,PUBLICAC. B.O.E. Y REGRISTRADORES,9000,,0,9000,2301.54
,,,,9200,22501,,PUBLICACIONES EN EL B.O.R.M.,9000,,0,9000,15960.15
,,,,9200,22602,,PUBLICIDAD INSTITUCIONAL EN MEDIOS COMUNICACION,56000,,3719.95,59719.95,47975.56
,,,,9200,22604,,GASTOS JURIDICOS Y CONTENCIOSOS,39500,,0,39500,36425.63
,,,,9200,22607,,GASTOS PRUEBAS SELECTIVAS Y OPOSICIONES,1800,,0,1800,178.05
,,,,9200,22698,,SANCIONES TRIBUTARIAS,0,,0,0,2513.56
,,,,9200,22699,,"MUPIS, ROLL-UP Y OTROS PARA EVENTOS MPLES.",900,,0,900,1410.86
,,,,9200,22700,,LIMPIEZA EDIFICIOS MUNICIPALES,50146.19,,0,50146.19,22583.05
,,,,9200,22701,,PRODUCCIONES AUDIOVISUALES,23000,,0,23000,11895.93
,,,,9200,22704,,MTO. Y GESTION PROGR. CONTROL HORARIO,8000,,-1139.82,6860.18,0.0
,,,,9200,22706,,CTO. GESTION INVENTARIO INTEGRAL DE BIENES Y OTROS ESTUDIOS TECNICOS,30000,,0,30000,14628.42
,,,,9200,22792,,"SERVICIO PROFESIONAL DISEÑO, IMAGEN, FOTOGRAFIA...",30000,,0,30000,18144.0
,,,,9200,22794,,ACTUAC. PRENVENCION RIESGOS LABORALES EN EDIF.,3600,,0,3600,0.0
,,,,9200,22796,,CTO. TAREAS NO ESTRUCTURALES EN CENTROS MPLES.,84093.78,,-5632.29,78461.49,15467.31
,,,,9200,22797,,"CTO, CALCULO COSTES UNITARIOS PARA CONTRATOS",8600,,0,8600,2395.8
,,,,9200,22798,,"ASISTENC., MANTEN. Y LICENCIAS INFORMATICAS",4000,,0,4000,3630.0
,,,,9200,22799,,PREVENC. RIESGOS LABORALES Y VIGILANCIA SALUD,16000,,0,16000,27494.3
,,,,9200,23020,,DIETAS ADMON. GRAL.,500,,0,500,50.0
,,,,9200,23120,,LOCOMOCION ADMON. GRAL.,2500,,0,2500,995.62
,,,,9200,23300,,ASISTENCIA A TRIBUNALES (SELECC. DE PERSONAL),9500,,0,9500,13381.33
,,,,9200,23301,,OTRAS INDEMNIZACIONES,1000,,0,1000,3671.32
,,,,9200,23302,,INDEMNIZAC. POR RESPONSABILIDAD PATRIMONIAL,5000,,0,5000,2655.42
,,,,9200,24000,,IMPRESIÓN DISTINTOS MATERIALES Y SOPORTES,1900,,0,1900,157.3
,,,,9200,61901,,REP. LUCERNARIO AYTO. DAÑOS DANA 2019,0,,44618.88,44618.88,44618.87
,,,,9200,62300,,MAQUINARIA Y OTRAS INVERSIONES ADMON. GRAL.,10000,,0,10000,7127.15
,,,,9200,62500,,MOBILIARIO ADMINISTRACION GENERAL,0,,5976.19,5976.19,5976.19
,,,,9200,62510,,REPOSICION MOBILIARIO Y MAQUINARIA ADMON. GRAL.,0,,40000,40000,7090.6
,,,,9200,62910,,ESCENARIO HOMOLOGADO PARA PERSONAS CON MOVILIDAD REDUCIDA,0,,18000,18000,14712.74
,,,,9200,63210,,ADECUAC. Y OBRAS ALMACEN MUNICIPAL M.C.T.,0,,200000,200000,77.44
,,,,9200,63211,,OBRAS DE ADECUACION ALMACEN CALLE ZURBARAN,0,,49000,49000,0.0
,,,,9201,21000,,MANT. DIVERSAS INFRAESTRUCTURAS EN PEDANIAS,9575,,-6000,3575,2782.84
,,,,9201,22001,,"PRENSA, REVISTAS,,, EN CENTROS SOCIALES PEDANIAS",500,,0,500,0.0
,,,,9201,22100,,ENERGIA ELECTRICA EDIFICIOS PEDANIAS,12000,,0,12000,6165.83
,,,,9201,22300,,TRANSPORTE BANDA MUSICA Y OTR. ACTIV. PEDANIAS,1000,,-1000,0,0.0
,,,,9201,22301,,APOYO TRANSPORTE COLECTIVO PEDANIAS,12000,,0,12000,6301.27
,,,,9201,22601,,TROFEOS Y OBSEQUIOS PEDANIAS,500,,-500,0,0.0
,,,,9201,22602,,PUBLICIDAD Y PROPAGANDA PEDANIAS,250,,0,250,0.0
,,,,9201,22606,,TALLERES EN PEDANIAS,4000,,-2000,2000,509.41
,,,,9201,22609,,ACTIVIDADES CULTURALES EN PEDANIAS,2500,,0,2500,1089.0
,,,,9201,22698,,ENCUENTRO-CONVIVENCIA PEDANIAS PsPs Nº 10,3000,,-3000,0,0.0
,,,,9201,22699,,OTROS GASTOS DIVERSOS PEDANIAS,2000,,-2000,0,106.79
,,,,9201,22700,,LIMPIEZA EDIFICIOS PUBL. EN PEDANIAS,29567.52,,0,29567.52,27103.56
,,,,9201,22701,,CONSERJES PARA CONTROL Y MTO. TELECENTROS,4000,,-1400,2600,2160.0
,,,,9201,24000,,EDICIONES Y CARTELERIA PEDANIAS,500,,0,500,217.2
,,,,9201,48000,,PROY. ARQUITECTURA DEL AGUA GEBAS PsPs Nº 9,5687,,0,5687,0.0
,,,,9201,62900,,INVERSIONES GENERALES EN PEDANIAS,0,,5139.82,5139.82,1139.82
,,,,9201,63210,,ACONDICIONAM. SALON SOCIAL PEDANIA LAS CAÑADAS,0,,24900,24900,0.0
,,,,922,48000,,FEDERACION DE MUNICIPIOS DE LA REGION DE MURCIA,5764.77,,0,5764.77,5318.4
,,,,922,48001,,FEDERAC. ESPAÑOLA DEMUNICIPIOS Y PROVINCIAS,1400.64,,0,1400.64,1242.94
,,,,924,48006,,ENCUENTRO CUADRILLAS ASOCIACIÓN CUADRILLAS EL BERR,3500,,0,3500,3500.0
,,,,924,48007,,ASOCIACIÓN VECINOS EL BERRO DINAMIZ Y FUNCIONAM,450,,0,450,450.0
,,,,924,48008,,ASOCIACIÓN ABEDUL EL BERRO DINAMIZ Y FUNCIONAMIENT,450,,0,450,450.0
,,,,924,48009,,ASOCIACIÓN DE VECINOS LA COSTERA DINAMIZ Y FUNCION,900,,0,900,900.0
,,,,924,48010,,ASOCIACIÓN VECINOS EL CAÑARICO DINAMIZ Y FUNCIONAM,900,,0,900,0.0
,,,,924,48011,,ASOC VECINOS GEBAS DINAMIZ Y FUNCIONAM,900,,0,900,900.0
,,,,924,48012,,ASOC VECINOS LAS CAÑADAS DINAMIZ Y FUNCIONAM,900,,0,900,900.0
,,,,931,12000,,RETRIB. BASICAS ADMON. FINANC.-A1,48214.32,,-7294.75,40919.57,36567.14
,,,,931,12001,,RETRIB. BASICAS ADMON. FINANC.-A2,19775.6,,0,19775.6,23411.65
,,,,931,12003,,RETRIB. BASICAS ADMON. FINANC.-C1,28200.5,,0,28200.5,18317.45
,,,,931,12004,,RETRIB. BASICAS ADMON. FINANC.-C2,36938.6,,0,36938.6,65501.67
,,,,931,12005,,RETRIB. BASICAS ADMON. FINANC.-E,10367.24,,0,10367.24,12265.93
