#AÑO,CODFUNCION,CODECOPART,NOMPARTIDA,Inicial,Actual,O
2017.0,341,22610,PROGRAMA DEPORTE ESCOLAR,26000.0,26000.0,25107.5
2017.0,341,22699,GTOS. DIVERSOS DEPORTES,13800.0,13800.0,18070.9
2017.0,341,22701,CTO. GESTION INTEGRAL CONSERJERIA,230000.0,199600.0,194454.36
2017.0,341,22706,REDACC. PROYECTOS Y ESTUDIOS TECNICOS DEPORTES,0.0,0.0,3484.8
2017.0,341,22799,CTO. GESTION INTEGRAL PISCINA,255123.0,233123.0,232966.19
2017.0,341,24000,"EDICIONES, FOLLETOS Y CARTELERIA DEPORTES",0.0,0.0,2388.35
2017.0,341,48002,TRANSFERENCIAS PROGRAMA DEPORTES,50625.0,50625.0,50625.0
2017.0,341,48003,CONVENIO ASOC. DE CLUBES DEPORTIVOS,25000.0,25000.0,25000.0
2017.0,341,48004,CONVENIO MOTOCLUB ALHAMA,12000.0,12000.0,12000.0
2017.0,3421,21300,MTO. INSTALACIONES DEPORTIVAS,63500.0,62139.72,47314.76
2017.0,3421,21388,(R.E.) MTO. INSTALACIONES DEPORTIVAS,0.0,1584.01,1584.01
2017.0,3421,22100,ENERGIA ELECTRICA EDIFICIOS DEPORTES,120000.0,120000.0,110132.27
2017.0,3421,22102,GAS PISCINA Y POLIDEPORT. PRAICO,20000.0,20000.0,25594.83
2017.0,3421,22103,COMBUSTIBLE PABELLON Y POLID. GUADALENTIN,11400.0,11400.0,9622.34
2017.0,3421,22700,LIMPIEZA EDIFICIOS DEPORTES,110544.48,110544.48,101332.44
2017.0,3421,62200,OBRAS E INSTALACIONES DEPORTIVAS,10000.0,400.0,0.0
2017.0,3421,62201,OBRAS DE REPARACION EN PABELLON ADOLFO SUAREZ,0.0,120000.0,0.0
2017.0,3421,62301,"LAMPARAS, EQUIPOS ELECTR. Y REDES POLIDEP. PRAICO",0.0,2035.13,0.0
2017.0,3421,62400,INSTALACIONES DEPORTIVAS,0.0,600000.0,0.0
2017.0,414,21000,MANT. DIVERSAS INFRAESTRUCTURAS EN PEDANIAS,5000.0,5000.0,9767.02
2017.0,414,22001,"PRENSA, REVISTAS Y OTR. CENTROS SOCIALES PEDANIAS",0.0,0.0,316.23
2017.0,414,22100,ENERGIA ELECTRICA EDIFICIOS PEDANIAS,7700.0,7700.0,8258.7
2017.0,414,22300,TRANSP. BANDA MUSICA Y OTROS VIAJES PEDANIAS,1500.0,1200.0,528.0
2017.0,414,22301,APOYO TRANSPORTE COLECTIVO PEDANIAS,12000.0,5401.44,4646.68
2017.0,414,22388,(R.E.) APOYO TRANSPORTE COLECTIVO A PEDANIAS,0.0,485.85,485.85
2017.0,414,22601,TROFEOS Y OBSEQUIOS PEDANIAS,500.0,500.0,646.01
2017.0,414,22602,PUBLICIDAD Y PROPAGANDA PEDANIAS,0.0,0.0,302.5
2017.0,414,22606,TALLERES PEDANIAS,15500.0,11700.0,11697.6
2017.0,414,22609,ACTIVIDADES CULTURALES PEDANIAS,4500.0,4500.0,4131.06
2017.0,414,22699,GASTOS DIVERSOS PEDANIAS,5000.0,5000.0,2915.9
2017.0,414,22700,LIMPIEZA EDIFICIOS PEDANIAS,29567.52,29567.52,27103.56
2017.0,414,22701,"CONSERJES,  MTO. INTERNET RURAL",4920.0,4920.0,2520.0
2017.0,414,22788,(R.E.) CONSERJES MTO. INTERNET RURAL,0.0,210.0,210.0
2017.0,414,24000,EDICIONES Y CARTELERIA PEDANIAS,500.0,500.0,0.0
2017.0,414,48000,SUBVENCION FIESTAS PEDANIA LAS CAÑADAS,3000.0,3000.0,3000.0
2017.0,414,48001,SUBVENCION FIESTAS PEDANIA EL CAÑARICO,3000.0,3000.0,3000.0
2017.0,414,48002,SUBVENCION FIESTAS PEDANIA LA COSTERA,3000.0,3000.0,3000.0
2017.0,414,48003,SUBVENCION FIESTAS PEDANIA DE GEBAS,3000.0,3000.0,3000.0
2017.0,414,48004,SUBVENCION FIESTAS PEDANIA DE EL BERRO,3000.0,3000.0,3000.0
2017.0,414,48005,SUBVENCION NAVIDAD PEDANIA LAS CAÑADAS,500.0,500.0,500.0
2017.0,414,48006,SUBVENCION NAVIDAD PEDANIA EL CAÑARICO,500.0,500.0,500.0
2017.0,414,48007,SUBVENCION NAVIDAD PEDANIA LA COSTERA,500.0,500.0,500.0
2017.0,414,48008,SUBVENCION NAVIDAD PEDANIA DE GEBAS,500.0,500.0,500.0
2017.0,414,48009,SUBVENCION NAVIDAD PEDANIA DE EL BERRO,500.0,500.0,500.0
2017.0,414,48010,"AUTO DE REYES ""ASOC. VECINOS EL BERRO""",2500.0,2500.0,2500.0
2017.0,414,48011,"ENCUENTRO CUADRILLAS ""ASOC. CUADRILLAS EL BERRO""",3500.0,3500.0,3500.0
2017.0,414,48012,"DINAM. Y FUNCION. ""ASOC. VECINOS EL BERRO""",450.0,450.0,450.0
2017.0,414,48013,"DINAMIZ. Y FUNCIONAM. ""ASOC. ABEDUL EL BERRO""",450.0,450.0,450.0
2017.0,414,48014,"DINAM. Y FUNC. ""ASOC. VECINOS LA COSTERA""",900.0,900.0,900.0
2017.0,414,48015,"DINAM. Y FUNC. ""ASOC. VECINOS EL CAÑARICO""",900.0,900.0,900.0
2017.0,414,48016,"DINAM. Y FUNC. ""ASOC. VECINOS GEBAS""",900.0,900.0,900.0
2017.0,414,48017,"DINAM. Y FUNC. ""ASOC. VECINOS LAS CAÑADAS""",900.0,900.0,900.0
2017.0,414,61900,PARDOS 2016: PAVIM. PLAT. UNICA Y ABASTEC. EN BERR,0.0,61425.0,56743.13
2017.0,414,62500,EQUIPAMIENTO Y OBRAS EN  PEDANIAS,30000.0,26928.75,12996.97
2017.0,422,21000,CUOTA MTO. PARQUE INDUSTRIAL,4900.0,4900.0,3204.72
2017.0,422,21088,(R.E.) CUOTA MTO. PARQUE INDUSTRIAL,0.0,733.68,733.68
2017.0,422,22688,(R.E.) PUBLICIDAD Y PROPAG. PARQUE INDUSTRIAL,0.0,242.0,242.0
2017.0,422,48000,CONVENIO ENTIDAD URBANISTICA E.U.C.P.I.A,34000.0,34000.0,34000.0
2017.0,422,48001,CONVENIO INDUSTRIALHAMA-FORMACION,3000.0,3000.0,3000.0
2017.0,422,62500,EQUIPAMIENTO INDUSTRIA,100.0,100.0,0.0
2017.0,422,77000,CONVENIO INDUSTRIALHAMA-CAPITAL,20000.0,20000.0,20000.0
2017.0,430,12001,RETRIB. BASICAS TURISMO Y COMERCIO-A2,14926.24,14926.24,16606.19
2017.0,430,12004,RETRIB. BASICAS TURISMO Y COMERCIO-C2,8968.02,8968.02,9715.93
2017.0,430,12100,COMPL. DESTINO TURISMO Y COMERCIO,11762.24,11762.24,10782.6
2017.0,430,12101,COMPL. ESPEC. TURISMO Y COMERCIO,12050.67,12050.67,10189.3
2017.0,430,13100,PERSONAL LABORAL TEMPORAL TURISMO,0.0,0.0,11297.75
2017.0,430,15000,PRODUCT. FUNC.  TURISMO Y COMERCIO,1789.02,1789.02,1731.72
2017.0,430,16000,SEG. SOCIAL FUNC. TURISMO Y COMERCIO,13086.64,13086.64,15453.78
2017.0,430,16001,SEGURIDAD SOCIAL TURISMO LABORALES,0.0,0.0,172.65
2017.0,4310,22000,"PROGRAMA ""ALHAMA LIMPIA Y RECICLA""",6000.0,0.0,0.0
2017.0,4310,22100,ENERGIA ELECTRICA EDIFICIOS COMERCIO,1900.0,1900.0,1452.26
2017.0,4310,22199,SUMINISTRO DE DISTINTIVOS COMERCIO LOCAL,14000.0,0.0,0.0
2017.0,4310,22606,CURSO FORMACION COMERCIO Y HOSTELERIA,2000.0,2000.0,605.0
2017.0,4310,22699,GTOS. DIVERSOS COMERCIO,5000.0,1200.0,1227.57
2017.0,4310,22700,LIMPIEZA EDIFICIOS COMERCIO,11061.36,11061.36,10139.58
2017.0,4310,48000,CONVENIO ASOCIACION COMERCIANTES,6000.0,6000.0,6000.0
2017.0,4310,48001,PREMIOS CONCURSO COMERCIANTES,1500.0,1500.0,1500.0
2017.0,4311,22105,CATERING FERIAS Y EXPOSICIONES AGRICULTURA,3000.0,3000.0,3081.5
2017.0,4311,22188,(R.E.) CATERING FERIAS Y EXPOSIC. AGRICULTURA,0.0,15.5,15.5
2017.0,4311,22601,ATENCIONES PROTOCOLARIAS COMERCIO ,0.0,0.0,362.76
2017.0,4311,22602,CAMPAÑAS PROMOCIONALES COMERCIO,0.0,0.0,2755.17
2017.0,4311,22606,FERIA ARTESANIA GREMIO ARTESANOS,1000.0,1000.0,400.0
2017.0,4311,22609,FERIAS Y EXPOSICIONES COMERCIO Y  AGRICULTURA,5000.0,5000.0,2281.31
2017.0,4311,22610,"PROGRAMA ""ALHAMA EN LA CALLE""",5000.0,5000.0,4372.99
2017.0,4311,22799,"SONORIZACIÓN, ILUMINACION, FERIAS  Y EXPOSICIONES ",0.0,0.0,3950.65
2017.0,4311,24000,"EDICIONES, FOLLETOS Y CARTELES COMERCIO",4000.0,3600.0,1684.08
2017.0,4312,21200,MANTENIMIENTO PZA.ABASTOS Y MERCADO,0.0,0.0,1109.76
2017.0,4312,62200,CUBIERTA BIOCLIMATICA PLAZA EN MERCADO MUNICIPAL,0.0,135105.19,86340.09
2017.0,4312,62900,REHABILITAC. ASEOS E ILUMINAC. LED PZA. ABASTOS,0.0,3788.83,0.0
2017.0,432,20300,SONORIZ. SERENATA Y OTROS S.SANTA,1300.0,1300.0,900.0
2017.0,432,21200,MTO. Y CONSERVACION OFICINA DE TURISMO,0.0,0.0,41.1
2017.0,432,21900,"""Q CALIDAD TURISTICA"" MARCA Y SUSCRIPCION",1250.0,1250.0,803.44
2017.0,432,22100,ENERGIA ELECTRICA EDIFICIOS TURISMO,1600.0,1600.0,1817.25
2017.0,432,22104,VESTUARIO PERSONAL INFORMACION Y TURISMO,200.0,200.0,36.3
2017.0,432,22199,SEÑALIZ. RUTA TURISTICA Y OTROS GTOS.,4500.0,4500.0,0.0
2017.0,432,22299,DESARROLLO APLICACIONES DIFUSION TURISTICA y OTROS,3500.0,3500.0,600.0
2017.0,432,22601,GASTOS DE PROMOCION TURISTICA,0.0,0.0,7295.16
2017.0,432,22602,PUBLICIDAD PROMOC. Y DIFUSION INTERES TURISTICO,10800.0,14914.0,12354.1
2017.0,432,22609,VISITAS TURISTICAS Y GUIAS,13000.0,13000.0,9269.75
2017.0,432,22699,GASTOS DIVERSOS TURISMO,1000.0,1000.0,399.0
2017.0,432,22700,SERV. PROFESIONALES PARA ATENDER OFIC. TURISMO,11886.84,11886.84,22783.11
2017.0,432,22701,ESTUDIOS PARA MEJORA DEL USO PUBL. TURISTICO,6534.0,6534.0,6534.0
2017.0,432,22702,LIMPIEZA EDIFICIOS TURISMO,322.92,322.92,296.01
2017.0,432,22799,CTOS. TRADUCCION Y MTO. WED TURISTICA,4000.0,4000.0,3327.5
2017.0,432,24000,EDICIONES Y FOLLETOS C.TURISMO,8000.0,8000.0,2179.82
2017.0,432,48001,BECAS PERSONAL TURISMO,6000.0,6000.0,4520.0
2017.0,432,48002,"APORTACION "" VIAS VERDES""",5000.0,5000.0,4970.7
2017.0,432,48003,APORTAC. MANCOMUNIDAD TURISTICA S.ESPUÑA,36646.96,36646.96,36646.96
2017.0,432,62500,EQUIPAMIENTO TURISMO,2000.0,2000.0,949.64
2017.0,450,12003,RETRIBUCIONES BASICAS BRIGADAS-C1,19967.64,19967.64,0.0
2017.0,450,12004,RETRIBUCIONES BASICAS BRIDADAS-C2,92094.3,92094.3,54189.71
2017.0,450,12005,RETRIBUCIONES BASICAS BRIGADAS-E,150595.24,120076.27,149476.22
2017.0,450,12100,COMPLEMENTO DESTINO BRIGADAS,134698.93,74698.93,75616.48
2017.0,450,12101,COMPLEMENTO ESPECIFICO BRIGADAS,212991.91,156991.91,121269.08
2017.0,450,13100,PERS. LABORAL TEMPORAL BRIGADAS,13880.72,13880.72,20882.66
2017.0,450,15000,PRODUCTIVIDAD FUNCIONARIOS BRIGADAS,21619.83,21619.83,60706.07
2017.0,450,15100,GRATIFICACIONES PERSONAL DE BRIGADAS,0.0,0.0,1568.69
2017.0,450,16000,SEGURIDAD SOCIAL FUNCIONARIOS BRIGADAS,170293.79,130293.79,135015.72
2017.0,450,16001,SEGURIDAD SOCIAL PERS. LABORAL BRIGADAS,930.01,930.01,5861.57
2017.0,450,20400,ARRENDAMIENTO DE VEHICULOS Y OTR. MAT. DE TRANSPOR,0.0,0.0,530.28
2017.0,450,21300,MTO. MAQUINARIA Y UTILLAJE BRIGADAS,4500.0,4500.0,1655.16
2017.0,450,21388,(R.E.) MTO. MAQUINARIA Y UTILLAJE BRIGADAS,0.0,271.89,271.89
2017.0,450,21400,MTO. VEHICULOS BRIGADAS,30000.0,30000.0,32083.75
2017.0,450,21488,(R.E.) MTO. VEHICULOS BRIGADAS,0.0,651.34,651.34
2017.0,450,21600,PROGRAMA INFORMATICO GESTION BRIGADAS,3025.0,3025.0,3292.5
2017.0,450,22103,COMBUSTIBLE VEHICULOS BRIGADAS,19000.0,19000.0,14339.4
2017.0,450,22104,VESTUARIO PERSONAL BRIGADAS,8000.0,8000.0,8760.57
2017.0,450,22188,(R.E.) COMBUSTIBLE VEHICULOS BRIGADAS,0.0,1354.68,1354.68
2017.0,450,22189,(R.E.) SUMINISTROS BRIGADAS,0.0,14.9,14.9
2017.0,450,22199,MATERIALES Y SUMINISTROS BRIGADAS,18000.0,18000.0,13094.78
2017.0,450,22700,LIMPIEZA EDIFICIOS BRIGADAS,605.52,605.52,555.06
2017.0,450,61900,EQUIPAMIENTO BRIGADAS,100.0,100.0,0.0
2017.0,450,62400,VEHICULO CAMION GRUA BRIGADAS,40000.0,70180.0,0.0
2017.0,450,62500,"ESCENARIO HOMOL., MESA Y HERRAMIENTAS BRIGADAS",25000.0,1418.56,1418.56
2017.0,454,21001,MEJORA RED VIARIA-BACHEOS,30000.0,30000.0,20672.13
2017.0,454,22104,DESBROCE Y TRAT. FITOSANITARIO CAMINOS,7500.0,7500.0,20823.07
2017.0,454,22501,TASA OCUPAC. TERRENOS FORESTALES Y RED CTRAS.,1500.0,1500.0,4126.31
2017.0,454,61900,EQUIPAMIENTO CAMINOS VECINALES,1000.0,1000.0,823.32
2017.0,454,62100,PLAN ASFALTO 2017,0.0,60000.0,42834.0
2017.0,454,62101,PAVIMENTAC. CAMINOS PUBLICOS. PLAN 2017,0.0,60000.0,45605.66
2017.0,454,62901,CUNETA DE HORMIGON CAMINO CABEZUELAS,4400.0,4400.0,4128.19
2017.0,491,12003,RETRIB. BASICAS N.TEGNOLOGIAS-C1,29976.03,29976.03,14867.77
2017.0,491,12004,RETRIB. BASICAS N.TEGNOLOGIAS-C2,27121.02,27121.02,42411.15
2017.0,491,12100,RETRIB.COMPLEMENT.PERSONAL INFORMATICA,37793.21,37793.21,24649.27
2017.0,491,12101,COMPLEMENTO ESPECIFICO NUEVAS TECNOLOG.,54818.71,54818.71,37027.13
2017.0,491,15000,PRODUCTIVIDAD FUNCIONARIOS N. TEGNOLOGIAS,5614.09,5614.09,7616.81
2017.0,491,15100,GRATIFICACIONES PERSONAL DE NUEVAS TECNOLOGIAS,0.0,0.0,10166.3
2017.0,491,16000,SEGURIDAD SOCIAL FUNCIONARIOS N.TEGNOLOGIAS,39268.33,39268.33,37748.54
2017.0,491,21300,MTO. CENTRO PROCESO DE DATOS,50170.0,11974.97,0.0
2017.0,491,21301,MANTENIMIENTO Y REPARACION  MAQUINARIA NUEVAS TECN,0.0,0.0,0.0
2017.0,491,22000,CONSUMIBLES INFORMATICOS,8000.0,8000.0,2574.7
2017.0,491,22701,CERTIFICADOS DIGITALES,1500.0,1500.0,1655.34
2017.0,491,22702,MTO. WED MUNICIPAL,15000.0,15000.0,12100.0
2017.0,491,22706,MTO. PROGRAMAS INFORMATICOS,55000.0,55000.0,68525.69
2017.0,491,22708,"CREACION WED ""PLATAFORMA GOBIERNO ABIERTA""",2500.0,2500.0,0.0
2017.0,491,22709,ADMINISTRACION-INFORMACION URBANISTICA,0.0,0.0,5445.0
2017.0,491,22788,(R.E.) MANTENIMIENTO WEB MUNICIPAL,0.0,1210.0,1210.0
2017.0,491,62600,ADQUISICION EQUIPOS INFORMATICOS,20000.0,86495.03,19028.7
2017.0,493,22699,ACTIVIDADES DE DIVULGACION AL CONSUMIDOR,467.72,467.72,0.0
2017.0,493,22799,GESTION OMIC,18832.28,18832.28,18832.07
2017.0,493,62500,EQUIPAMIENTO CONSUMO,300.0,300.0,0.0
2017.0,912,10000,RETRIB. ORGANOS DE GOBIERNO,179267.67,169527.48,165423.48
2017.0,912,11000,PERSONAL CONFIANZA ORG. GOBIERNO,27345.42,27345.42,27462.66
2017.0,912,15001,PRODUCTIVIDAD PERSONAL CONFIANZA,1025.45,1025.45,1171.83
2017.0,912,16001,SEG. SOCIAL PERSONAL CONFIANZA,8777.88,8777.88,9041.9
2017.0,912,16002,SEG. SOCIAL ORGANOS DE GOBIERNO,55393.71,54173.9,52058.55
2017.0,912,16200,FORMACION Y PERFECCIONAMIENTO ORGANOS GOBIERNO,0.0,0.0,300.0
2017.0,912,22101,SUMINISTRO AGUA PLENO,200.0,200.0,150.48
2017.0,912,22601,ATENCIONES PROTOCOLARIAS ORG. GOBIERNO,10500.0,10500.0,5209.85
2017.0,912,22699,ACTOS INSTITUCIONALES E IMPREVISTOS,8000.0,8000.0,0.0
2017.0,912,23000,DIETAS ORGANOS GOBIERNO,900.0,900.0,1508.71
2017.0,912,23100,LOCOMOCION ORGANOS GOBIERNO,900.0,900.0,1974.6
2017.0,912,23300,ASISTENCIAS  MIEMBROS GOBIERNO,23520.0,30160.0,30020.0
2017.0,912,23301,ASISTENCIAS RESTO MIEMBROS  CORPORACION,53280.0,57600.0,61820.0
2017.0,912,24000,EDICIONES  Y PUBLICACIONES ORGANOS GOBIERNO,900.0,900.0,0.0
2017.0,912,48004,ALCALDE PEDANEO DE EL BERRO,900.0,900.0,900.0
2017.0,912,48005,ALCALDE PEDANEO DE GEBAS,900.0,900.0,900.0
2017.0,912,48006,ALCALDE PEDANEO DE EL CAÑARICO,900.0,900.0,900.0
2017.0,912,48007,ALCALDE PEDANEO DE LA COSTERA,900.0,900.0,900.0
2017.0,912,48008,ALCALDE PEDANEO DE LA CAÑADAS,900.0,900.0,900.0
2017.0,912,48010,CELEBRACION DOCE OCTUBRE,750.0,750.0,0.0
2017.0,912,49000,DOTACION ECONOMICA P.P.,12200.0,12200.0,12120.0
2017.0,912,49001,DOTACION ECONOMICA C`S,8520.0,8520.0,8520.0
2017.0,912,49002,DOTACION ECONOMICA P.S.O.E,13560.0,13560.0,13560.0
2017.0,912,49003,DOTACION ECONOMICA I.U.,9240.0,9240.0,9240.0
2017.0,920,12000,RETRIB. BASICAS ADMON. GRAL.-A1,35349.64,35349.64,56725.67
2017.0,920,12001,RETRIB. BASICAS ADMON. GRAL.-A2,37315.6,37315.6,16966.97
2017.0,920,12003,RETRIB. BASICAS ADMON. GRAL.-C1,35059.78,35059.78,30042.9
2017.0,920,12004,RETRIB. BASICAS ADMON. GRAL.-C2,68590.08,68590.08,64382.14
2017.0,920,12005,RETRIB. BASICAS ADMON. GRAL.-E,23143.64,23143.64,22985.97
2017.0,920,12100,COMPLEMENTO DESTINO ADMON. GRAL.,113575.42,113575.42,88782.26
2017.0,920,12101,COMPLENTO ESPECIFICO ADMON. GRAL,161585.82,116585.82,113803.12
2017.0,920,13100,PERSONAL LABORAL TEMPORAL ADMON. GRAL,62264.55,62264.55,71006.59
2017.0,920,15000,PRODUCTIVIDAD FUNCIONARIOS ADMON. GRAL,16838.24,16838.24,21870.97
2017.0,920,15001,PRODUCTIVIDAD LABORALES ADMON. GRAL.,2334.92,2334.92,5316.82
2017.0,920,15100,GRATIFICACIONES PERSONAL ADMON. GRAL.,0.0,0.0,573.1
2017.0,920,16000,SEGURIDAD SOCIAL FUNCIONARIOS ADMON. GRAL.,125243.31,125243.31,98926.08
2017.0,920,16001,SEG. SOCIAL PERSONAL LABORAL ADMON. GRAL.,19986.92,19986.92,29887.44
2017.0,920,21200,MANTENIMIENTO DE EDIFICIOS E INSTALAC. PUBLICAS,70000.0,66171.37,3615.54
2017.0,920,21300,MTO. MAQUINARIA ADMON. GRAL,110000.0,110000.0,83131.98
2017.0,920,21388,(R.E.) MTO. MAQUINARIA ADMON. GRAL.,0.0,1168.59,1168.59
2017.0,920,22000,MATERIAL DE OFICINA ADMON.GRAL.,15000.0,15000.0,8871.06
2017.0,920,22001,"PRENSA, REVISTAS, LIBROS ADMON. GRAL.",10000.0,10000.0,6802.13
2017.0,920,22088,(R.E.) MATERIAL DE OFICINA,0.0,899.81,899.81
2017.0,920,22100,SUMINISTRO ENERGIA ELECTRICA,68200.0,68200.0,76967.77
2017.0,920,22101,"SUMIN. PUNTOS ELECTRICOS WIFI, FIBRA OPTICA",0.0,0.0,2122.79
2017.0,920,22112,MATERIAL ELECTRONICO Y DE TELECOMUNICACIONES,1000.0,1000.0,1488.94
2017.0,920,22200,COMUNICACIONES TELEFONICAS ADMON. GRAL,37000.0,37000.0,48551.4
2017.0,920,22201,COMUNICACIONES POSTALES Y MENSAJERIA,40000.0,40000.0,41792.45
2017.0,920,22288,(R.E.) COMUNICACIONES TELEFONICAS,0.0,3126.5,3126.49
2017.0,920,22289,(R.E.) COMUNICACIONES POSTALES Y MENSAJERIA,0.0,7.95,7.95
2017.0,920,22400,PRIMAS DE SEGUROS,61340.66,61340.66,22406.71
2017.0,920,22500,"TRIBUTOS, TASAS Y OTROS",20000.0,20000.0,22142.56
2017.0,920,22588,"(R.E.) TRIBUTOS, TASAS Y OTROS",0.0,1180.62,1069.92
2017.0,920,22602,PUBLICIDAD Y PROPAGANDA ADMON. GRAL,39000.0,39000.0,41319.48
2017.0,920,22604,GTOS. JURIDICOS Y CONTENCIOSOS,2500.0,2500.0,320.9
2017.0,920,22607,GASTOS POR OPOSICIONES Y PRUEBAS SELECTIVAS,0.0,0.0,1190.0
2017.0,920,22688,(R.E.) PUBLICIDAD Y PROPAGANDA ADMON. GRAL.,0.0,1500.0,1500.0
2017.0,920,22699,"MUPIS, ROLL-UP Y OTROS PARA EVENTOS MUNICIPALES",0.0,0.0,12142.71
2017.0,920,22700,LIMPIEZA DE EDIFICIOS MPALES.,22072.68,22072.68,20233.29
2017.0,920,22701,SERVICIO ASESORAM. JURIDICO A CONSUMIDORES,0.0,0.0,6693.09
2017.0,920,22702,PRTOS. PART. ASISTENCIAS TECNICAS,18000.0,18000.0,0.0
2017.0,920,22703,DISTINTAS ASISTENCIAS Y LICENCIAS INFORMATICAS,6000.0,6000.0,34775.17
2017.0,920,22704,MTO. Y GESTION PROGR. INFORMATICOS NOMINA Y R.H.,0.0,0.0,13949.86
2017.0,920,22705,CTO. SERVICIOS EN DISTINTOS CENTROS MPALES.,68000.0,68000.0,15850.03
2017.0,920,22706,SERV. ASESORAMIENTO Y DEFENSA JURIDICA,39900.0,39900.0,42595.67
2017.0,920,22707,SERV. CONSULTORIA Y ASISTENCIA ECONOMICO FINANCIER,0.0,0.0,8772.5
2017.0,920,22709,ATENC. INTEGRAL DE TAREAS DE SECRETARIA DE ALCALDI,0.0,0.0,5082.0
2017.0,920,22799,PREVENC. RIESGOS LABORALES Y VIGILANCIA SALUD,23500.0,23500.0,21893.65
2017.0,920,23020,DIETAS ADMON. GRAL.,1000.0,1000.0,437.0
2017.0,920,23120,LOCOMOCION ADMON. GRAL.,6800.0,6800.0,1860.17
2017.0,920,23300,ASISTENCIA A TRIBUNALES,8000.0,8000.0,10800.48
2017.0,920,23301,OTRAS INDEMNIZACIONES,6000.0,6000.0,1054.53
2017.0,920,23302,INDEMNIZACIONES RESPONSABILIDAD PATRIMONIAL,10000.0,10000.0,0.0
2017.0,920,24000,PUBLICACIONES EN EL BORM,18000.0,18000.0,7269.71
2017.0,920,60000,INVERSION PTOS. PARTICIPAT. DE INTERES GENERAL,0.0,75000.0,0.0
2017.0,920,62300,MAQUINARIA Y OTRAS INVERSIONES,1000.0,4828.63,740.82
2017.0,920,62700,PRTOS. PARTICIPATIVOS. PROGRAMAS ACTUACION,15000.0,15000.0,0.0
2017.0,920,62702,PRTOS. PARTICIPATIVOS. ACTUAC. SELECC. 2017,36546.62,36546.62,0.0
2017.0,920,62900,MEDIDAS SEGURIDAD EDIFICIOS Y ESP. PUBLICOS,6000.0,6000.0,0.0
2017.0,931,12000,RETRIB. BASICAS ADMON. FINANC.-A1,31358.8,31358.8,8668.12
2017.0,931,12001,RETRIB. BASICAS ADMON. FINANC.-A2,17762.2,17762.2,21020.6
2017.0,931,12003,RETRIB. BASICAS ADMON. FINANC.-C1,37978.82,37978.82,33374.87
2017.0,931,12004,RETRIB. BASICAS ADMON. FINANC.-C2,40197.54,40197.54,47543.49
2017.0,931,12005,RETRIB. BASICAS ADMON. FINANC.-E,9409.84,9409.84,11221.04
2017.0,931,12100,COMPLEMENTO DESTINO ADMON. FINANC.,86756.3,86756.3,68199.1
2017.0,931,12101,COMPLEMENTO ESPECIFICO ADMON. FINANC.,123267.66,102464.99,76281.85
2017.0,931,15000,PRODUCTIVIDAD FUNCIONARIOS ADMON. FINANCIERA,13002.42,13002.42,11741.56
2017.0,931,16000,SEGURIDAD SOCIAL FUNCIONARIOS ADMON. FINANC.,87514.26,87514.26,67454.89
2017.0,932,22500,GASTOS DE GESTION POR RECAUDACION DE TASAS E IMPUE,0.0,0.0,4833.95
2017.0,932,22703,ASISTENCIA INFORMATICA TAO,5000.0,5000.0,2178.0
2017.0,932,22706,VALORACIONES Y PERITAJES DE INMUEBLES,5000.0,5000.0,1669.8
2017.0,932,22708,GESTION INGRESOS MUNICIPALES,770285.24,770285.24,716167.36
2017.0,941,46600,FEDERACION MUNICIPIOS R.MURCIA,5764.77,5764.77,5327.0
2017.0,944,46600,FEDERACION ESPAÑOLA MUNICIPIOS Y PROVINCIAS,1199.08,1202.06,1202.06
