#IDPARTIDA,AÑO,INDESREM,CODORGANIC,CODFUNCION,CODECOPART,CLAVEESPEC,NOMPARTIDA,Inicial,Actual,A,D,O,P,RP,Saldo,Porciento,Modif,RemIncorp,OtrasModif,RC,Remanente,Apendiente,Dpendiente,Opendiente,Ppendiente,Reintegros,RetC,% D s/ Cred,% O s/ Cred,% RP s/ O
11684.0,2017.0,N,,1711,22699,,FUMIGACION Y PODAS EN PARQUES,10000.0,10000.0,28206.86,28206.86,28206.86,25595.28,25595.28,-19512.63,-195.1263,0.0,0.0,0.0,1305.77,-18206.86,0.0,1.09139364213e-11,2611.58,0.0,0.0,7557.43,282.0686,282.0686,90.7413303005
11941.0,2017.0,N,,1711,22701,,ESTUDIO SITUAC. DE SEGURIDAD EN JUEGOS INFANTILES,0.0,0.0,2134.44,2134.44,2134.44,2134.44,2134.44,-2134.44,0.0,0.0,0.0,0.0,0.0,-2134.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11965.0,2017.0,N,,1711,60900,,"PASEO LA CUBANA, AMPLIACION PARQUE LA CUBANA",0.0,256000.0,0.0,0.0,0.0,0.0,0.0,256000.0,100.0,256000.0,256000.0,0.0,0.0,256000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11685.0,2017.0,N,,1711,62300,,EQUIPAMIENTO EN PARQUES,6000.0,6000.0,2573.07,2573.07,2573.07,1457.93,1457.93,3426.93,57.1155,0.0,0.0,0.0,0.0,3426.93,0.0,0.0,1115.14,0.0,0.0,2573.07,42.8845,42.8845,56.6611091031
11686.0,2017.0,N,,1712,21000,,MTO. GRAL JARDINES,20000.0,18413.8,9914.37,9914.37,9914.37,7223.15,6642.35,7390.35,40.1348445188,-1586.2,0.0,-1586.2,1109.08,8499.43,0.0,0.0,2691.22,580.8,0.0,8646.31,53.8420641041,53.8420641041,66.9971969979
11687.0,2017.0,N,,1712,21001,,CTO. MTO. Y LIMPIEZA JARDINES,180000.0,180000.0,146673.45,146673.45,146673.45,133339.5,133339.5,33326.55,18.51475,0.0,0.0,0.0,-1.45519152284e-11,33326.55,0.0,0.0,13333.95,0.0,0.0,40001.85,81.48525,81.48525,90.9090909091
11688.0,2017.0,N,,1712,21002,,CTO. MTO. ZONAS VERDES FCC,115446.61,115446.61,115446.6,115446.6,115446.6,96205.5,96205.5,0.01,8.66201268275e-06,0.0,0.0,0.0,0.0,0.00999999998021,0.0,-1.45519152284e-11,19241.1,0.0,0.0,0.0,99.999991338,99.999991338,83.3333333333
12036.0,2017.0,N,,1712,21003,,MANTENIMIENTO VIVERO MUNICIPAL,0.0,0.0,387.2,387.2,387.2,0.0,0.0,-387.2,0.0,0.0,0.0,0.0,0.0,-387.2,0.0,0.0,387.2,0.0,0.0,0.0,0.0,0.0,0.0
11689.0,2017.0,N,,1712,21300,,MTO. JUEGOS INFANTILES EN JARDINES,10000.0,10000.0,308.91,308.91,308.91,308.91,308.91,9691.09,96.9109,0.0,0.0,0.0,0.0,9691.09,0.0,0.0,0.0,0.0,0.0,308.91,3.0891,3.0891,100.0
12032.0,2017.0,N,,1712,22103,,COMBUSTIBLE MAQUINARIA PARQUES Y JARDINES,0.0,0.0,124.21,124.21,124.21,0.0,0.0,-124.21,0.0,0.0,0.0,0.0,0.0,-124.21,0.0,0.0,124.21,0.0,0.0,0.0,0.0,0.0,0.0
11690.0,2017.0,N,,1712,22699,,FUMIGACION Y PODAS EN JARDINES,10000.0,10000.0,6047.06,6047.06,6047.06,5687.33,5687.33,3944.03,39.4403,0.0,0.0,0.0,8.91,3952.94,0.0,9.09494701773e-13,359.73,0.0,0.0,397.46,60.4706,60.4706,94.0511587449
11691.0,2017.0,N,,1712,22700,,ESTUDIOS Y TRABAJOS TECN. JUEGOS INFANTILES,15000.0,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,100.0,-13000.0,0.0,-13000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11692.0,2017.0,N,,1712,22702,,SERV. PROF. ING. TECNICO AGRICOLA,16443.91,16443.91,16443.91,16443.91,16443.91,16443.91,16443.91,0.0,0.0,0.0,0.0,0.0,0.0,-3.63797880709e-12,0.0,-3.63797880709e-12,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11983.0,2017.0,N,,1712,22706,,ESTUDIOS TECNICOS Y PROYECTOS EN ZONAS VERDES,0.0,0.0,11056.64,11056.64,11056.64,11056.64,11056.64,-11056.64,0.0,0.0,0.0,0.0,0.0,-11056.64,0.0,0.0,0.0,0.0,0.0,11056.64,0.0,0.0,100.0
11693.0,2017.0,N,,1712,62300,,EQUIP. JARDINES Y PIPICAN,54000.0,54000.0,30828.38,30828.38,30828.38,30828.38,30828.38,7139.72,13.2217037037,0.0,0.0,0.0,16031.9,23171.62,0.0,0.0,0.0,0.0,0.0,46860.28,57.0895925926,57.0895925926,100.0
11557.0,2017.0,N,,1721,21300,,MTO. PARQUE MOVIL BICIALHAMA,4000.0,4000.0,3982.5,3982.5,3982.5,3982.5,3982.5,17.5,0.4375,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,99.5625,99.5625,100.0
11558.0,2017.0,N,,1721,22602,,CAMPAÑAS SENSIBIL. USO TRANSP. PUBLICO,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,1200.0,100.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11559.0,2017.0,N,,1721,22609,,PROGRAMA BICIALHAMA EN FAMILIA,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6000.0,0.0,-6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11560.0,2017.0,N,,1721,62400,,PLAN DE MEJORA CALIDAD DEL AIRE,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5000.0,0.0,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11905.0,2017.0,N,,1722,21000,,MANTENIMIENTO Y SEÑALIZ. SENDAS,0.0,0.0,1332.52,1332.52,1332.52,821.91,821.91,-1332.52,0.0,0.0,0.0,0.0,0.0,-1332.52,0.0,0.0,510.61,0.0,0.0,1293.81,0.0,0.0,61.680875334
11871.0,2017.0,N,,1722,21688,,(R.E.) ACTUALIZAC. BASE DATOS CENSO MICROCHIPS,0.0,571.65,571.65,571.65,571.65,571.65,571.65,0.0,0.0,571.65,0.0,571.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11743.0,2017.0,N,,1722,22100,,ENERGIA ELECTRICA EDIFICIOS MED. AMBIENTE,1550.0,1550.0,1590.43,1590.43,1590.43,1590.43,1590.43,-40.43,-2.60838709677,0.0,0.0,0.0,0.0,-40.43,0.0,0.0,0.0,0.0,0.0,0.0,102.608387097,102.608387097,100.0
11760.0,2017.0,N,,1722,22300,,TRANSPORTE PARA REALIZAC. ACTIV. MED. AMBIENTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-231.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0
11744.0,2017.0,N,,1722,22400,,SEGUROS CONCEJALIA MED. AMBIENTE,1000.0,1000.0,206.53,206.53,206.53,206.53,206.53,793.47,79.347,0.0,0.0,0.0,0.0,793.47,0.0,0.0,0.0,0.0,0.0,0.0,20.653,20.653,100.0
11982.0,2017.0,N,,1722,22601,,ATENCIONES PROTOCOLARIAS CONC. MEDIO AMBIENTE,0.0,0.0,853.61,853.61,853.61,853.61,853.61,-889.61,0.0,0.0,0.0,0.0,36.0,-853.61,0.0,0.0,0.0,0.0,0.0,889.61,0.0,0.0,100.0
11745.0,2017.0,N,,1722,22602,,CAMPAÑAS INFORMATIVAS MED. AMBIENTE,500.0,500.0,0.0,0.0,0.0,0.0,0.0,500.0,100.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11782.0,2017.0,N,,1722,22606,,ACTIV. SENSIBILIZAC. EN MATERIA DE RECICLAJE Y M.A,0.0,0.0,532.4,532.4,532.4,532.4,532.4,-532.4,0.0,0.0,0.0,0.0,0.0,-532.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11746.0,2017.0,N,,1722,22609,,"SENDALHAMA, SENDERISMO INTERPRETATIVO",6000.0,6000.0,2816.2,2816.2,2816.2,2696.2,2696.2,3183.8,53.0633333333,0.0,0.0,0.0,0.0,3183.8,0.0,0.0,120.0,0.0,0.0,820.4,46.9366666667,46.9366666667,95.7389389958
11747.0,2017.0,N,,1722,22699,,GTOS. CORRIENTES AGRICULTURA,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,100.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11748.0,2017.0,N,,1722,22703,,CATALOGO DE ARBOLES Y ARBOLEDAS,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,100.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11749.0,2017.0,N,,1722,22706,,ACTUAC. PARCELAS MPALES. INTERES NATURAL,31500.0,31500.0,10594.81,10594.81,10594.81,2447.49,2447.49,20306.7,64.4657142857,0.0,0.0,0.0,598.49,20905.19,0.0,0.0,8147.32,0.0,0.0,11193.3,33.6343174603,33.6343174603,23.1008389957
11872.0,2017.0,N,,1722,22788,,(R.E.) MTO. HUERTOS ECOLOGICOS FAMILIARES,0.0,249.76,249.76,249.76,249.76,249.76,249.76,0.0,0.0,249.76,0.0,249.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11750.0,2017.0,N,,1722,22799,,MTO. HUERTOS ECOLOGICOS FAMILIARES,10000.0,10000.0,3048.74,3048.74,3048.74,2711.92,2711.92,6460.04,64.6004,0.0,0.0,0.0,491.22,6951.26,0.0,0.0,336.82,0.0,0.0,491.22,30.4874,30.4874,88.9521572846
11751.0,2017.0,N,,1722,24000,,EDICIONES Y DIVULGACION MED. AMBIENTAL,9000.0,9000.0,1839.2,1839.2,1839.2,0.0,0.0,6273.87,69.7096666667,0.0,0.0,0.0,886.93,7160.8,0.0,-2.27373675443e-13,1839.2,0.0,0.0,2726.13,20.4355555556,20.4355555556,0.0
11752.0,2017.0,N,,1722,48000,,"CONVENIO H. E. F. ""LA ALMAJARA""",3510.0,3510.0,3510.0,3510.0,3510.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,0.0,0.0,3510.0,100.0,100.0,71.2250712251
11753.0,2017.0,N,,1722,48001,,"CONVENIO ACCIONES MALVASIA ""MELES""",2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,100.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11754.0,2017.0,N,,1722,48002,,SUBV. ACTIVIDADES MEDIOAMBIENTALES,7000.0,7000.0,2198.6,2198.6,2198.6,2198.6,2198.6,4801.4,68.5914285714,0.0,0.0,0.0,0.0,4801.4,0.0,0.0,0.0,0.0,0.0,2198.6,31.4085714286,31.4085714286,100.0
11755.0,2017.0,N,,1722,62101,,CREACION SENDEROS ECOTURISTICOS,4000.0,4000.0,3623.95,3623.95,3623.95,3623.95,3623.95,376.05,9.40125,0.0,0.0,0.0,0.0,376.05,0.0,0.0,0.0,0.0,0.0,3623.95,90.59875,90.59875,100.0
11756.0,2017.0,N,,1722,62304,,PROYECTO MEDEEA,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15000.0,0.0,-15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11237.0,2017.0,N,,221,16009,,ACCIDENTE Y COMPLEMENTO ACCIDENTE,65000.0,65000.0,200268.64,200268.64,200268.64,200268.64,200268.64,-135268.64,-208.1056,0.0,0.0,0.0,0.0,-135268.64,0.0,0.0,0.0,0.0,0.0,0.0,308.1056,308.1056,100.0
11238.0,2017.0,N,,221,16104,,INDEMNIZACION POR JUBILACION,16811.7,16811.7,4442.3,4442.3,4442.3,4442.3,4442.3,12369.4,73.576140426,0.0,0.0,0.0,0.0,12369.4,0.0,0.0,0.0,0.0,0.0,0.0,26.423859574,26.423859574,100.0
11239.0,2017.0,N,,221,16200,,FORMACION Y PERFECCIONAMIENTO DEL PERSONAL,15025.3,15025.3,6029.04,6029.04,6029.04,6029.04,6029.04,8996.26,59.8740790533,0.0,0.0,0.0,0.0,8996.26,0.0,0.0,0.0,0.0,0.0,3121.8,40.1259209467,40.1259209467,100.0
11240.0,2017.0,N,,221,16204,,ACCION SOCIAL,20000.0,20000.0,5860.98,5860.98,5860.98,3360.98,3360.98,14139.02,70.6951,0.0,0.0,0.0,0.0,14139.02,0.0,0.0,2500.0,0.0,468.02,4531.98,29.3049,29.3049,57.3450173862
11241.0,2017.0,N,,221,16400,,COMPLEMENTO FAMILIAR,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,3000.0,100.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11694.0,2017.0,N,,2310,12000,,RETRIB. BASICAS S.SOCIALES-A1,24516.81,24516.81,10793.8,10793.8,10793.8,10793.8,10793.8,13723.01,55.9738807781,0.0,0.0,0.0,0.0,13723.01,0.0,0.0,1.81898940355e-12,0.0,0.0,0.0,44.0261192219,44.0261192219,100.0
11695.0,2017.0,N,,2310,12001,,RETRIB. BASICAS S.SOCIALES-A2,61404.9,61404.9,38753.38,38753.38,38753.38,38753.38,38753.38,22651.52,36.8887824913,0.0,0.0,0.0,0.0,22651.52,0.0,0.0,0.0,0.0,0.0,0.0,63.1112175087,63.1112175087,100.0
11696.0,2017.0,N,,2310,12003,,RETRIB. BASICAS S.SOCIALES-C1,4991.91,4991.91,0.0,0.0,0.0,0.0,0.0,4991.91,100.0,0.0,0.0,0.0,0.0,4991.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11697.0,2017.0,N,,2310,12004,,RETRIB. BASICAS S.SOCIALES-C2,20211.06,20211.06,22819.89,22819.89,22819.89,22819.89,22819.89,-2608.83,-12.9079325874,0.0,0.0,0.0,0.0,-2608.83,0.0,0.0,0.0,0.0,0.0,0.0,112.907932587,112.907932587,100.0
11698.0,2017.0,N,,2310,12100,,COMPLEMENTO DESTINO S.SOCIALES,60081.99,60081.99,31748.77,31748.77,31748.77,31748.77,31748.77,28333.22,47.1575924832,0.0,0.0,0.0,0.0,28333.22,0.0,0.0,0.0,0.0,0.0,0.0,52.8424075168,52.8424075168,100.0
11699.0,2017.0,N,,2310,12101,,COMPLEMENTO DESTINO S.SOCIALES,65983.99,65983.99,32401.8,32401.8,32401.8,32401.8,32401.8,33582.19,50.8944518208,0.0,0.0,0.0,0.0,33582.19,0.0,0.0,0.0,0.0,0.0,0.0,49.1055481792,49.1055481792,100.0
11700.0,2017.0,N,,2310,13100,,PERSONAL LABORAL TEMPORAL S.SOCIALES,147699.54,147699.54,148316.55,148316.55,148316.55,148316.55,148316.55,-3079.2,-2.08477291128,0.0,0.0,0.0,2462.19,-617.01,0.0,0.0,-2.91038304567e-11,0.0,0.0,2462.19,100.417746731,100.417746731,100.0
11701.0,2017.0,N,,2310,15000,,PRODUCTIVIDAD FUNCIONARIOS S.SOCIALES,8894.65,8894.65,5064.42,5064.42,5064.42,5064.42,5064.42,-1234.19,-13.875644348,0.0,0.0,0.0,5064.42,3830.23,0.0,0.0,0.0,0.0,0.0,5064.42,56.937822174,56.937822174,100.0
11702.0,2017.0,N,,2310,15001,,PRODUCTIVIDAD LABORALES S.SOCIALES,5538.73,5538.73,12740.13,12740.13,12740.13,12740.13,12740.13,-18189.25,-328.401095558,0.0,0.0,0.0,10987.85,-7201.4,0.0,0.0,0.0,0.0,0.0,10987.85,230.018975469,230.018975469,100.0
11703.0,2017.0,N,,2310,16000,,SEGURIDAD SOCIAL FUNCIONARIOS S.SOCIALES,62826.7,62826.7,37286.08,37286.08,37286.08,37286.08,37286.08,25540.62,40.6524932871,0.0,0.0,0.0,0.0,25540.62,0.0,0.0,0.0,0.0,0.0,0.0,59.3475067129,59.3475067129,100.0
11704.0,2017.0,N,,2310,16001,,SEGURIDAD SOCIALES PERSONAL LABORAL S.SOCIALES,47411.56,47411.56,55924.12,55924.12,55924.12,55924.12,55924.12,-9556.24,-20.1559282167,0.0,0.0,0.0,1043.68,-8512.56,0.0,0.0,0.0,0.0,0.0,1043.68,117.954608539,117.954608539,100.0
11705.0,2017.0,N,,2310,21200,,MTO. CENTROS SERVICIOS SOCIALES,500.0,500.0,911.61,911.61,911.61,718.36,718.36,-437.62,-87.524,0.0,0.0,0.0,26.01,-411.61,0.0,0.0,193.25,0.0,0.0,421.0,182.322,182.322,78.8012417591
11995.0,2017.0,N,,2310,21288,,(R.E.) MTO. CENTROS SERVICIOS SOCIALES,0.0,26.04,26.04,26.04,26.04,26.04,26.04,0.0,0.0,26.04,0.0,26.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11901.0,2017.0,N,,2310,21400,,MANTENIMIENTO VEHICULO CENTRO PSICOSOCIAL,0.0,0.0,456.98,456.98,456.98,456.98,456.98,-456.98,0.0,0.0,0.0,0.0,0.0,-456.98,0.0,0.0,0.0,0.0,0.0,456.98,0.0,0.0,100.0
11706.0,2017.0,N,,2310,22000,,MATERIAL OFICINA SERVICIOS SOCIALES,500.0,500.0,279.85,279.85,279.85,29.85,29.85,205.75,41.15,0.0,0.0,0.0,14.4,220.15,0.0,0.0,250.0,0.0,0.0,294.25,55.97,55.97,10.6664284438
11707.0,2017.0,N,,2310,22100,,ENERGIA ELECTRICA EDIFICIOS S.SOCIALES,18300.0,18300.0,23348.3,23348.3,23348.3,21482.29,21482.29,-5048.3,-27.5863387978,0.0,0.0,0.0,0.0,-5048.3,0.0,0.0,1866.01,0.0,0.0,0.0,127.586338798,127.586338798,92.0079406209
11708.0,2017.0,N,,2310,22105,,"PROD. ALIMENTICIOS, ENVASES, COMIDA Y AGUA",2800.0,2800.0,1968.67,1968.67,1968.67,1674.64,1674.64,831.33,29.6903571429,0.0,0.0,0.0,0.0,831.33,0.0,0.0,294.03,0.0,0.0,0.0,70.3096428571,70.3096428571,85.0645359557
11873.0,2017.0,N,,2310,22188,,"(R.E.) PRODUCT. ALIMENT., ENVASES, COMIDA, AGUA",0.0,294.03,294.03,294.03,294.03,294.03,294.03,0.0,0.0,294.03,0.0,294.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
12020.0,2017.0,N,,2310,22601,,ATENCIONES PROTOCOLARIAS CONCEJALIA SERV. SOC.,0.0,0.0,354.8,354.8,354.8,104.8,104.8,-404.8,0.0,0.0,0.0,0.0,50.0,-354.8,0.0,0.0,250.0,0.0,0.0,330.0,0.0,0.0,29.5377677565
11709.0,2017.0,N,,2310,22602,,CAMPAÑA INFORM. PREVENCION ABSENTISMO ESCOLAR,2000.0,2000.0,1502.4,1502.4,1502.4,726.0,726.0,497.6,24.88,0.0,0.0,0.0,0.0,497.6,0.0,0.0,776.4,0.0,0.0,1502.4,75.12,75.12,48.3226837061
11710.0,2017.0,N,,2310,22605,,ITINERARIOS INFORM. Y ORIENTAC. INSERCCION SOCIAL,55000.0,52191.73,39678.96,39678.96,39678.96,37216.55,37216.55,5277.21,10.1111996096,-2808.27,0.0,-2808.27,7235.56,12512.77,0.0,-7.27595761418e-12,2462.41,0.0,0.0,21097.98,76.025377967,76.025377967,93.7941669842
11711.0,2017.0,N,,2310,22608,,GASTOS POR DECESOS,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,100.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11712.0,2017.0,N,,2310,22609,,ACTIVIDADES VOLUNTARIADO,5000.0,5000.0,2351.24,2351.24,2351.24,315.29,315.29,2527.26,50.5452,0.0,0.0,0.0,121.5,2648.76,0.0,0.0,2035.95,0.0,0.0,2164.85,47.0248,47.0248,13.409520083
11713.0,2017.0,N,,2310,22699,,ALOJAMIENTO TEMPORAL SITUACIONES CRITICAS,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,100.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11714.0,2017.0,N,,2310,22700,,LIMPIEZA EDIFICIOS S.SOCIALES,27951.6,27951.6,25622.3,25622.3,25622.3,23293.0,23293.0,2329.3,8.33333333333,0.0,0.0,0.0,0.0,2329.3,0.0,3.63797880709e-12,2329.3,0.0,0.0,0.0,91.6666666667,91.6666666667,90.9090909091
11715.0,2017.0,N,,2310,22704,,CONTRATO TRADUCTOR/MEDIADOR,29500.0,23620.88,24993.47,24993.47,24993.47,20469.64,20469.64,-3409.29,-14.4333742011,-5879.12,0.0,-5879.12,2036.7,-1372.59,0.0,3.63797880709e-12,4523.83,0.0,0.0,17988.61,105.810918137,105.810918137,81.8999522675
11716.0,2017.0,N,,2310,22705,,CONTRATO SERVICIO VOLUNTARIADO,17858.94,17858.94,17859.0,17859.0,17859.0,13394.25,13394.25,-0.06,-0.000335966188363,0.0,0.0,0.0,0.0,-0.0600000000013,0.0,0.0,4464.75,0.0,0.0,0.0,100.000335966,100.000335966,75.0
11717.0,2017.0,N,,2310,22706,,CTO. SERVICIO CENTRO ATENCION PSICOSOCIAL,100000.0,100000.0,98849.88,98849.88,98849.88,82374.9,82374.9,1150.12,1.15012,0.0,0.0,0.0,0.0,1150.12,0.0,-1.45519152284e-11,16474.98,0.0,0.0,0.0,98.84988,98.84988,83.3333333333
11718.0,2017.0,N,,2310,22707,,CTO. SERVICIO AYUDA A DOMICILIO (SAD),47000.0,49656.93,47265.26,47265.26,47265.26,40267.66,40267.66,1374.75,2.76849575679,2656.93,0.0,2656.93,1016.92,2391.67,0.0,7.27595761418e-12,6997.6,0.0,0.0,5390.66,95.1836128411,95.1836128411,85.1950460021
11719.0,2017.0,N,,2310,22708,,CTO. TELEASISTENCIA,32000.0,32000.0,30321.53,30321.53,30321.53,22998.56,22998.56,1678.47,5.24521875,0.0,0.0,0.0,0.0,1678.47,0.0,-3.63797880709e-12,7322.97,0.0,0.0,0.0,94.75478125,94.75478125,75.8489429788
11976.0,2017.0,N,,2310,22709,,"SERVICIO DE AYUDA A DOMICILIO, DEPENDENCIA (SAAD)",0.0,102178.52,77871.25,77871.25,77871.25,49828.25,49828.25,24307.27,23.7890214108,102178.52,0.0,102178.52,0.0,24307.27,0.0,0.0,28043.0,0.0,0.0,0.0,76.2109785892,76.2109785892,63.9879930013
11720.0,2017.0,N,,2310,22799,,CTO. SERVICIO COMIDAS A DOMICILIO,14000.0,14000.0,0.0,0.0,0.0,0.0,0.0,14000.0,100.0,0.0,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11721.0,2017.0,N,,2310,48003,,PRESTACION APOYO FAMILIAR REINSERCION SOCIAL,90000.0,110000.0,90292.21,90292.21,90292.21,90292.21,90092.21,15676.57,14.2514272727,20000.0,0.0,20000.0,4031.22,19707.79,0.0,0.0,0.0,200.0,0.0,93956.24,82.0838272727,82.0838272727,99.778496949
11722.0,2017.0,N,,2310,48004,,PRESTACIONES A FAMILIAS CON MENORES,60000.0,40000.0,38434.81,38434.81,38434.81,37273.01,35404.01,965.19,2.412975,-20000.0,0.0,-20000.0,600.0,1565.19,0.0,0.0,1161.8,1869.0,300.0,14477.49,96.087025,96.087025,92.1144400089
11723.0,2017.0,N,,2310,48005,,DESPLAZAMIENTO TRANSEUNTES C.A.D,500.0,500.0,0.0,0.0,0.0,0.0,0.0,500.0,100.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11724.0,2017.0,N,,2310,48006,,SUBVENCIONES ASOCIACIONES Y ONG`S,18000.0,17351.89,16799.4,16799.4,16799.4,16799.4,16799.4,552.49,3.18403355485,-648.11,0.0,-648.11,0.0,552.49,0.0,0.0,0.0,0.0,0.0,16799.4,96.8159664452,96.8159664452,100.0
11725.0,2017.0,N,,2310,48007,,SUBVENCION CRUZ ROJA-AYUDAS URGENTE NECESIDAD,25000.0,32500.0,32500.0,32500.0,32500.0,32500.0,32500.0,0.0,0.0,7500.0,0.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,100.0,100.0,100.0
12027.0,2017.0,N,,2310,48008,,AYUDAS DE URGENTE NECESIDAD,0.0,648.11,648.11,648.11,648.11,648.11,648.11,0.0,0.0,648.11,0.0,648.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.11,100.0,100.0,100.0
11726.0,2017.0,N,,2310,62500,,EQUIPAMIENTO CENTRO SERVICIOS SOCIALES,1500.0,2170.0,2169.57,2169.57,2169.57,811.57,811.57,0.43,0.0198156682028,670.0,0.0,670.0,0.0,0.43,0.0,0.0,1358.0,0.0,0.0,2169.57,99.9801843318,99.9801843318,37.4069516079
11727.0,2017.0,N,,2310,62501,,EQUIPAMIENTO VIVIENDA COLECTIVA,2500.0,4851.15,4573.56,4573.56,4573.56,0.0,0.0,277.59,5.72214835658,2351.15,3021.15,-670.0,0.0,277.59,0.0,0.0,4573.56,0.0,0.0,4573.56,94.2778516434,94.2778516434,0.0
11974.0,2017.0,N,,2310,62502,,EQUIPAMIENTO PARA PERSONAS CON GRAN DISCAPACIDAD,0.0,7000.0,6595.59,6595.59,6595.59,6595.59,6595.59,404.39,5.777,7000.0,0.0,7000.0,0.0200000000004,404.41,0.0,-9.09494701773e-13,0.0,0.0,0.0,6595.61,94.2227142857,94.2227142857,100.0
11242.0,2017.0,N,,2311,13100,,PERSONAL LABORAL TEMPORAL C.ATENCION TEMPRANA,31862.15,31862.15,32153.99,32153.99,32153.99,32153.99,32153.99,-291.84,-0.915945722432,0.0,0.0,0.0,0.0,-291.84,0.0,0.0,3.63797880709e-12,0.0,0.0,0.0,100.915945722,100.915945722,100.0
11243.0,2017.0,N,,2311,15001,,PRODUCTIVIDAD LABORALES C.ATENCION TEMPRANA,1194.83,1194.83,2900.19,2900.19,2900.19,2900.19,2900.19,-2899.71,-242.68808115,0.0,0.0,0.0,1194.35,-1705.36,0.0,0.0,0.0,0.0,0.0,1194.35,242.728254229,242.728254229,100.0
11244.0,2017.0,N,,2311,16001,,SEG. SOCIAL PERSONAL LABORAL C.ATENCION TEMPRANA,10227.75,10227.75,11125.9,11125.9,11125.9,11125.9,11125.9,-898.15,-8.78150130772,0.0,0.0,0.0,0.0,-898.15,0.0,0.0,0.0,0.0,0.0,0.0,108.781501308,108.781501308,100.0
11245.0,2017.0,N,,2311,22699,,GTOS. DIVERSOS CENTRO ATENCION TEMPRANA,1500.0,2687.39,2026.78,2026.78,2026.78,81.4,81.4,255.99,9.52559918732,1187.39,0.0,1187.39,404.62,660.61,0.0,0.0,1945.38,0.0,0.0,2350.0,75.4181566501,75.4181566501,4.01622277702
11561.0,2017.0,N,,2311,22700,,LIMPIEZA EDIFICIO C.A.T,7741.92,7741.92,6451.6,6451.6,6451.6,5806.44,5806.44,1290.32,16.6666666667,0.0,0.0,0.0,0.0,1290.32,0.0,9.09494701773e-13,645.16,0.0,0.0,0.0,83.3333333333,83.3333333333,90.0
